transaction_id,amount_usd,hour_of_day,account_age_days,transactions_last_hour,distance_from_home_km,is_anomaly,anomaly_score,flagged
tx102299,5.95,11,1838.0,2,1.05,0,-0.1259685651468112,0
tx101379,62.65,19,141.0,1,0.37,0,-0.12599557448817866,0
tx102873,29.81,13,1502.0,0,16.23,0,-0.12607042708527577,0
tx101634,38.76,20,163.0,2,9.82,0,-0.1261159089518742,0
tx102954,25.6,9,343.0,0,16.45,0,-0.126117146716125,0
tx100058,28.4,19,83.0,2,6.58,0,-0.12617036604322063,0
tx104515,26.65,3,319.0,2,4.86,0,-0.12620087432744703,0
tx102439,62.4,11,1290.0,0,13.67,0,-0.12626348563268286,0
tx103046,20.99,11,1914.0,0,9.97,0,-0.12629333242438012,0
tx101587,39.84,17,1463.0,2,14.89,0,-0.12630848733905703,0
tx104101,28.22,20,1945.0,0,1.16,0,-0.1263122414579088,0
tx101372,17.86,8,65.0,0,4.18,0,-0.1264462735212616,0
tx102536,72.88,17,1172.0,0,11.53,0,-0.126458913424979,0
tx100726,15.55,21,961.0,0,10.47,0,-0.12647518115651002,0
tx101015,32.33,23,799.0,0,6.22,0,-0.12649443793509313,0
tx102729,38.13,19,346.0,2,14.53,0,-0.12654467896635463,0
tx103104,28.82,10,1933.0,2,0.91,0,-0.12669560437778826,0
tx100771,16.47,16,1699.0,3,2.73,0,-0.1267392312560059,0
tx100786,12.77,11,362.0,3,0.22,0,-0.12676094756367595,0
tx101456,41.69,20,52.0,1,4.63,0,-0.12678033721869897,0
tx104584,26.08,11,111.0,0,12.31,0,-0.1267903759142976,0
tx100132,82.93,12,1348.0,0,9.86,0,-0.1267959752593545,0
tx103216,28.46,23,1509.0,0,0.4,0,-0.12679721405612537,0
tx103306,11.84,18,1324.0,3,2.26,0,-0.1269386045848439,0
tx103815,56.8,14,1080.0,3,0.32,0,-0.12695319060449461,0
tx102146,91.6,13,1778.0,1,3.46,0,-0.12698533819975427,0
tx101296,74.2,16,1798.0,1,6.55,0,-0.1270293218131353,0
tx100592,38.21,15,1658.0,3,0.52,0,-0.12703840404025563,0
tx101122,27.48,8,299.0,0,13.9,0,-0.12705954041564876,0
tx103881,8.26,21,795.0,2,1.4,0,-0.12706298979696123,0
tx100351,34.22,2,1279.0,2,5.14,0,-0.12707139847320048,0
tx100165,67.25,20,1482.0,1,8.41,0,-0.12709124933292093,0
tx102375,50.39,23,666.0,1,1.73,0,-0.12709518720776408,0
tx104997,52.58,18,1856.0,1,9.84,0,-0.12712702976057827,0
tx100886,38.71,18,93.0,0,6.91,0,-0.12713522013896233,0
tx104391,44.11,16,1193.0,3,10.45,0,-0.1272293746959265,0
tx101897,35.31,4,309.0,0,3.64,0,-0.12729730320060123,0
tx102277,8.82,15,1260.0,0,13.59,0,-0.12731424721033768,0
tx103064,34.95,20,627.0,3,1.8,0,-0.12739176816105896,0
tx100795,38.91,4,1720.0,1,0.07,0,-0.1274272040562075,0
tx102684,68.65,13,1848.0,0,1.53,0,-0.12743311780752936,0
tx104558,15.12,3,1080.0,0,1.23,0,-0.12756422446764415,0
tx104221,38.99,8,1865.0,1,10.4,0,-0.1275665952966007,0
tx101776,22.34,19,1990.0,1,5.25,0,-0.12770338928446118,0
tx102747,10.64,15,1587.0,3,4.81,0,-0.127717233860133,0
tx104600,16.24,2,710.0,2,3.61,0,-0.12772372835227064,0
tx102966,71.0,8,1579.0,2,3.24,0,-0.12783387006952251,0
tx104192,19.89,19,881.0,3,0.55,0,-0.12786693640704871,0
tx104673,28.11,8,1060.0,0,16.25,0,-0.12792569553601313,0
tx104024,7.63,20,1553.0,2,5.76,0,-0.1279330488713214,0
tx101992,14.36,11,731.0,1,19.64,0,-0.12798279076904384,0
tx100753,22.84,10,1678.0,3,4.64,0,-0.12801308756421026,0
tx104030,45.72,2,283.0,1,3.58,0,-0.12803836008148078,0
tx103170,41.53,10,1872.0,2,0.19,0,-0.12809902032414017,0
tx102267,9.54,6,1135.0,2,8.53,0,-0.12818543035436442,0
tx103832,18.09,21,1247.0,0,9.8,0,-0.12821446202953324,0
tx100581,30.35,20,1754.0,2,0.16,0,-0.12823316010522579,0
tx100211,49.12,12,1916.0,0,4.83,0,-0.12823940192101074,0
tx101506,34.28,23,503.0,0,3.77,0,-0.12826331552313336,0
tx103675,33.85,10,259.0,3,8.79,0,-0.12827652382373533,0
tx102944,19.37,21,220.0,0,4.43,0,-0.12827752160688383,0
tx103976,15.23,15,313.0,3,1.42,0,-0.12831078000322005,0
tx101348,31.63,22,1678.0,0,0.45,0,-0.12832661212425378,0
tx103998,28.93,4,424.0,2,0.16,0,-0.12833758748911522,0
tx103067,51.09,23,868.0,1,2.94,0,-0.1284279524023058,0
tx103874,38.27,3,368.0,1,9.49,0,-0.12843205343296732,0
tx103109,70.56,4,928.0,1,2.18,0,-0.12848258995571488,0
tx101376,29.62,3,1542.0,2,3.97,0,-0.12848279355230796,0
tx104441,36.92,19,1516.0,3,5.11,0,-0.12851587798934316,0
tx101000,96.55,10,877.0,0,3.74,0,-0.12863647924705668,0
tx103588,33.69,21,176.0,0,2.97,0,-0.12867098088760615,0
tx102663,12.84,16,48.0,0,5.1,0,-0.12867829705032457,0
tx101860,34.43,12,1996.0,0,1.83,0,-0.12872208387906575,0
tx100832,49.8,20,1778.0,0,5.0,0,-0.12876677208788173,0
tx103629,22.57,1,1208.0,1,0.43,0,-0.12879502771269385,0
tx104041,27.54,3,384.0,0,2.49,0,-0.12880200461875374,0
tx100077,53.62,5,1544.0,0,0.64,0,-0.12881059526151867,0
tx104519,88.33,9,542.0,0,7.26,0,-0.12882281635269927,0
tx100457,19.1,22,1640.0,0,2.91,0,-0.12885253080060138,0
tx102752,69.68,8,218.0,2,1.38,0,-0.128856677569804,0
tx101149,40.06,19,1943.0,0,4.29,0,-0.12886473473254828,0
tx103330,14.22,20,320.0,2,7.05,0,-0.12886698922905332,0
tx100151,15.98,8,66.0,2,0.28,0,-0.12887145447381138,0
tx100176,14.45,4,1516.0,2,0.53,0,-0.12890661913464962,0
tx103719,52.44,18,1827.0,2,3.21,0,-0.12890733156699713,0
tx104778,14.74,1,877.0,1,3.46,0,-0.12898257600392454,0
tx104459,22.04,9,803.0,1,19.72,0,-0.12901654187455963,0
tx100828,83.14,18,520.0,0,5.75,0,-0.12904834101819124,0
tx101705,7.34,8,764.0,0,0.01,0,-0.12905206109229922,0
tx101539,20.98,3,434.0,2,1.97,0,-0.12907172699798464,0
tx101426,6.68,10,1365.0,3,1.66,0,-0.12907184570012725,0
tx103011,44.75,8,1861.0,2,2.12,0,-0.12908335162588663,0
tx102577,42.42,20,53.0,1,3.21,0,-0.12911200865820655,0
tx102394,26.94,19,1823.0,0,10.11,0,-0.12913871838425833,0
tx101942,16.26,14,79.0,0,9.58,0,-0.1291736811467855,0
tx104072,53.57,21,1587.0,1,9.77,0,-0.12919338772176336,0
tx102213,36.16,15,1779.0,3,3.38,0,-0.12921128977475388,0
tx104393,91.08,10,214.0,1,5.72,0,-0.12922884207642127,0
tx101967,19.29,17,46.0,0,1.5,0,-0.12925780438634898,0
tx101362,10.7,5,362.0,2,4.66,0,-0.12926329525567565,0
tx103372,13.51,12,1620.0,2,13.0,0,-0.12927393256110553,0
tx101290,25.95,16,1852.0,0,11.55,0,-0.1293286597460213,0
tx101335,25.27,17,1798.0,0,11.71,0,-0.12937327869805326,0
tx101851,37.37,1,1470.0,1,3.99,0,-0.12939205207028287,0
tx101221,90.45,15,799.0,2,3.22,0,-0.1294135509358036,0
tx101237,62.56,12,152.0,2,10.23,0,-0.12944342292264926,0
tx103987,56.98,13,1197.0,3,6.94,0,-0.12946068746984413,0
tx102123,29.22,21,277.0,2,5.94,0,-0.12947655923402424,0
tx102100,89.89,17,707.0,0,1.03,0,-0.12948130091294785,0
tx103506,62.13,5,963.0,2,3.99,0,-0.12951990917397194,0
tx103988,42.01,14,1920.0,2,1.23,0,-0.12952822991772966,0
tx102558,16.79,3,836.0,2,0.45,0,-0.12955756861163653,0
tx100178,35.08,13,1951.0,2,2.15,0,-0.12956367217791637,0
tx101375,18.73,5,218.0,1,7.67,0,-0.12957062481476134,0
tx103016,20.41,20,1111.0,0,11.66,0,-0.12957861149610567,0
tx104964,14.45,12,1213.0,1,18.34,0,-0.12960450193315776,0
tx101680,31.82,20,122.0,2,7.14,0,-0.12962336168753025,0
tx102200,79.21,16,339.0,2,0.46,0,-0.1296608483707603,0
tx103199,28.01,1,1485.0,1,4.55,0,-0.12971864048294562,0
tx103693,29.45,21,1670.0,2,0.89,0,-0.12974132925707405,0
tx100243,22.45,23,800.0,0,5.45,0,-0.12976039427711672,0
tx104937,22.91,5,314.0,0,0.26,0,-0.1297683738173508,0
tx101050,77.1,20,601.0,0,4.98,0,-0.129808691017056,0
tx101448,41.92,23,529.0,1,3.78,0,-0.12984451611446046,0
tx104794,18.75,21,1684.0,1,9.51,0,-0.12985435167476095,0
tx103908,80.51,13,1300.0,2,9.14,0,-0.12985635276589041,0
tx102950,43.62,21,280.0,0,5.95,0,-0.12991517360913063,0
tx100514,24.51,3,1304.0,0,1.95,0,-0.1299204337890218,0
tx100227,5.38,21,1322.0,0,1.32,0,-0.12993834743121446,0
tx100635,26.54,23,617.0,0,1.7,0,-0.1299407083239592,0
tx102929,9.24,18,139.0,0,2.17,0,-0.12996207115367608,0
tx101451,34.0,13,1436.0,0,16.28,0,-0.12999854169374353,0
tx101255,26.26,9,1518.0,3,9.12,0,-0.13000566944739333,0
tx102583,41.97,22,1146.0,1,10.46,0,-0.13001267986521414,0
tx103973,37.94,18,748.0,1,17.41,0,-0.13010688034234413,0
tx101700,48.1,15,1318.0,3,0.0,0,-0.13010734062616341,0
tx103889,35.2,12,1930.0,0,7.04,0,-0.1301611985167071,0
tx101084,26.3,5,222.0,0,2.93,0,-0.13019948482993204,0
tx100521,42.87,18,1223.0,3,6.85,0,-0.1302114383611585,0
tx101271,20.8,11,167.0,0,13.54,0,-0.13027352992250002,0
tx103901,55.41,20,137.0,1,7.74,0,-0.13030708831760668,0
tx104224,31.45,10,1157.0,3,11.81,0,-0.13031817400493373,0
tx101901,23.54,19,1789.0,1,12.44,0,-0.13037892696942893,0
tx100044,90.24,18,972.0,1,1.38,0,-0.13041125075715382,0
tx101978,29.75,18,227.0,0,11.49,0,-0.13045063968517268,0
tx102872,97.15,15,1048.0,1,2.11,0,-0.13046267546933998,0
tx100030,25.47,17,1408.0,0,15.08,0,-0.1305295841341843,0
tx101088,16.86,9,212.0,3,2.38,0,-0.13058775836034953,0
tx104208,74.97,15,130.0,1,0.38,0,-0.13059459528380074,0
tx104889,38.73,22,762.0,0,9.12,0,-0.13060315570133596,0
tx100856,13.15,14,51.0,0,6.45,0,-0.1306248185208913,0
tx103336,31.1,1,513.0,1,2.36,0,-0.13063507067577573,0
tx103770,16.44,9,438.0,3,0.02,0,-0.13063605394273403,0
tx101210,12.9,21,509.0,2,6.22,0,-0.13066039236462668,0
tx103219,12.02,10,278.0,0,12.47,0,-0.13068382795579736,0
tx101062,14.92,23,621.0,1,3.21,0,-0.1306932459069134,0
tx104210,43.85,22,1757.0,1,1.22,0,-0.13073660087458377,0
tx103705,53.55,2,1027.0,1,4.3,0,-0.13074489377000498,0
tx103577,18.34,23,915.0,1,0.68,0,-0.13080334141734573,0
tx104626,60.28,3,634.0,1,1.32,0,-0.13081690888535297,0
tx104677,17.64,20,258.0,2,0.37,0,-0.13081730327500352,0
tx100348,48.97,12,1971.0,1,6.06,0,-0.13081773536901936,0
tx103160,87.75,12,1238.0,2,5.57,0,-0.1309073020676208,0
tx104650,25.24,3,1068.0,0,4.99,0,-0.13093597767145898,0
tx101586,9.07,6,852.0,0,5.41,0,-0.13095048415526722,0
tx102893,71.04,14,152.0,0,0.51,0,-0.13095124422869198,0
tx101323,38.67,14,221.0,3,2.81,0,-0.1309915137993536,0
tx101294,44.01,21,331.0,2,0.04,0,-0.13099180734096094,0
tx102210,14.83,2,387.0,1,2.32,0,-0.1310667497822478,0
tx104597,31.35,8,1908.0,1,8.57,0,-0.13113443550430232,0
tx103366,43.38,2,319.0,1,5.44,0,-0.13116837609445775,0
tx101982,10.13,17,900.0,3,3.91,0,-0.13117945047088986,0
tx104269,16.31,18,57.0,1,0.42,0,-0.13122774417389177,0
tx100923,29.47,23,1536.0,0,2.88,0,-0.13126072820380913,0
tx100859,37.9,20,1830.0,0,5.13,0,-0.13126632519315617,0
tx103866,12.21,17,1243.0,3,2.97,0,-0.1312838447150141,0
tx101538,39.07,9,1896.0,2,3.47,0,-0.13130806690841884,0
tx104032,47.3,21,278.0,1,9.94,0,-0.13136166539130922,0
tx100815,36.75,15,1825.0,0,11.13,0,-0.13145378311549677,0
tx101454,12.44,13,478.0,3,7.8,0,-0.13146178424398258,0
tx102785,51.87,8,432.0,3,3.72,0,-0.13146548636195515,0
tx103793,30.17,4,1044.0,0,0.11,0,-0.13147587086005186,0
tx100195,77.29,9,1246.0,2,7.99,0,-0.13147731928658996,0
tx102329,87.25,9,619.0,0,7.06,0,-0.1315073457981586,0
tx101790,12.21,5,1591.0,2,2.47,0,-0.13151039223691907,0
tx102195,67.38,17,1610.0,1,9.94,0,-0.13151052013971204,0
tx100655,19.11,21,171.0,1,7.99,0,-0.1315603839694114,0
tx104739,17.89,8,95.0,2,8.02,0,-0.13156553707433016,0
tx103434,17.39,20,1901.0,1,4.05,0,-0.13157278942813777,0
tx100605,40.15,23,1562.0,1,2.23,0,-0.13164881317917837,0
tx100523,56.13,19,723.0,0,12.2,0,-0.13169628647105514,0
tx104159,39.26,7,1861.0,1,7.16,0,-0.1317365641156515,0
tx104150,34.68,23,636.0,1,7.54,0,-0.1317418365909765,0
tx100273,31.18,8,1430.0,3,7.74,0,-0.13176629354091685,0
tx102714,19.42,9,1523.0,3,0.38,0,-0.1317791224629462,0
tx103547,79.34,10,1661.0,0,2.69,0,-0.13182461214366564,0
tx101005,101.38,16,561.0,1,2.24,0,-0.13183062107361948,0
tx103183,19.43,21,366.0,2,0.41,0,-0.13183147962297398,0
tx104091,69.72,19,644.0,0,9.53,0,-0.13186841499819357,0
tx102206,28.56,18,1753.0,2,10.28,0,-0.13190372731401373,0
tx104180,28.65,20,958.0,3,1.63,0,-0.1319069308328264,0
tx104147,10.59,16,1645.0,0,10.31,0,-0.1319154537793002,0
tx104704,42.53,22,400.0,0,5.55,0,-0.1319449579093508,0
tx102492,34.41,21,1898.0,1,1.62,0,-0.13199281721249617,0
tx103802,45.36,21,537.0,2,9.18,0,-0.13204454581899372,0
tx101752,31.67,12,37.0,0,0.69,0,-0.132096802622927,0
tx101384,32.82,21,1708.0,2,3.19,0,-0.13218480623211531,0
tx102848,31.2,21,117.0,1,0.81,0,-0.13228349233475617,0
tx104911,30.96,8,35.0,2,3.34,0,-0.1322939530950183,0
tx103871,36.5,11,161.0,3,6.59,0,-0.13233271897217985,0
tx102198,15.19,8,144.0,0,7.48,0,-0.13235913890909917,0
tx103978,24.17,6,1908.0,1,3.55,0,-0.1324137081794875,0
tx101302,96.23,10,648.0,0,2.8,0,-0.13243975254421347,0
tx104231,31.87,7,98.0,1,0.26,0,-0.13245732322062026,0
tx101760,8.1,18,1873.0,1,1.41,0,-0.13249693389292666,0
tx103637,31.29,4,1805.0,1,4.92,0,-0.1325258471980471,0
tx100232,20.55,14,193.0,3,5.75,0,-0.13254359485278794,0
tx101346,58.78,16,322.0,0,12.57,0,-0.1325548961497608,0
tx101724,9.15,9,1602.0,1,12.26,0,-0.13257426454014726,0
tx104836,17.3,19,1906.0,0,5.42,0,-0.13258362836095972,0
tx101342,13.26,9,113.0,0,7.41,0,-0.1326628295893837,0
tx102285,77.8,16,1726.0,1,0.63,0,-0.1327116226170369,0
tx103634,55.02,9,1403.0,3,2.89,0,-0.13272863657834416,0
tx102637,49.2,5,378.0,0,1.57,0,-0.1327536461025231,0
tx102471,13.71,2,1470.0,1,0.83,0,-0.1328003794396279,0
tx100018,44.82,19,881.0,3,2.1,0,-0.13285727542891002,0
tx102706,11.12,21,640.0,2,2.61,0,-0.13292885381736502,0
tx100013,10.26,12,775.0,0,14.91,0,-0.1329945429838552,0
tx102788,30.63,16,2000.0,0,1.82,0,-0.13301209863860786,0
tx103658,13.63,17,1914.0,0,1.9,0,-0.13303737971579876,0
tx101999,21.56,10,42.0,0,0.92,0,-0.13306617619730027,0
tx104168,67.48,17,1223.0,2,0.2,0,-0.13312870909860192,0
tx101623,31.86,19,274.0,2,11.81,0,-0.13317633842905757,0
tx103820,53.05,8,833.0,3,2.19,0,-0.13318438569887797,0
tx103611,31.17,22,247.0,1,1.24,0,-0.13319228823676926,0
tx101418,16.61,15,38.0,2,2.66,0,-0.13324023602663587,0
tx100735,16.42,16,1587.0,3,5.37,0,-0.13330047594295963,0
tx102899,13.08,20,272.0,0,6.7,0,-0.13332484449854054,0
tx100763,18.34,3,721.0,0,1.98,0,-0.13338977907302546,0
tx101236,39.67,11,47.0,0,6.13,0,-0.133501187833511,0
tx100513,47.47,10,1462.0,2,13.29,0,-0.13351306972233973,0
tx103271,38.33,19,1973.0,1,3.59,0,-0.13354042598035742,0
tx103761,87.46,8,634.0,0,1.64,0,-0.13355085395040883,0
tx104866,88.14,19,582.0,1,4.22,0,-0.13360068813657433,0
tx103745,36.19,7,807.0,3,5.05,0,-0.13362206130594872,0
tx101670,26.51,17,977.0,1,17.46,0,-0.13362611877148334,0
tx103826,17.19,15,39.0,0,3.07,0,-0.1336513013876678,0
tx101523,35.28,10,1937.0,0,1.44,0,-0.13366140161967877,0
tx104961,16.86,21,1417.0,0,7.62,0,-0.13369218288779094,0
tx102351,28.71,18,1949.0,0,0.33,0,-0.1336996214886137,0
tx102135,75.01,18,317.0,1,7.23,0,-0.1337017942418372,0
tx104534,8.95,3,685.0,1,1.18,0,-0.13372542285564165,0
tx101415,13.28,11,1841.0,2,7.38,0,-0.1337390480710312,0
tx102486,40.09,11,306.0,3,8.05,0,-0.13377186817884335,0
tx101996,16.29,14,1851.0,0,10.06,0,-0.13380605383127542,0
tx103626,25.89,19,74.0,1,0.21,0,-0.13380754984920235,0
tx103184,39.0,23,983.0,1,0.49,0,-0.1338329371831542,0
tx103448,35.18,8,1713.0,0,10.18,0,-0.1338618887737354,0
tx103041,44.67,17,82.0,0,0.52,0,-0.1338887210432373,0
tx100120,12.08,20,261.0,0,0.6,0,-0.13389257304256297,0
tx103128,50.38,21,395.0,2,1.8,0,-0.13391001098310862,0
tx100017,38.56,4,1704.0,1,7.3,0,-0.13394892539322534,0
tx103663,37.53,12,134.0,0,11.72,0,-0.13395841919371454,0
tx100987,23.81,12,349.0,0,15.88,0,-0.13395896136252883,0
tx101435,16.56,4,1330.0,0,0.85,0,-0.13397105355589234,0
tx103430,65.95,17,230.0,2,2.8,0,-0.13399155420568448,0
tx104929,49.58,5,1425.0,0,3.19,0,-0.13400381789985072,0
tx102132,15.12,4,1408.0,0,3.42,0,-0.134007524113116,0
tx104810,83.43,15,1390.0,0,4.39,0,-0.13403801811292465,0
tx104845,44.85,15,40.0,0,3.21,0,-0.1340400249736141,0
tx103844,39.2,6,452.0,2,11.04,0,-0.13408817448873872,0
tx102518,22.4,8,231.0,0,10.5,0,-0.1340916475157375,0
tx103417,42.98,7,1875.0,1,6.36,0,-0.1341004300826596,0
tx100249,79.99,20,738.0,1,1.93,0,-0.13415093176439707,0
tx100494,63.36,17,1803.0,0,0.99,0,-0.13418503695360506,0
tx100618,16.86,21,1706.0,1,7.41,0,-0.13419300362012565,0
tx103363,18.36,3,1081.0,2,2.94,0,-0.13422065368266356,0
tx103935,16.83,11,1668.0,2,11.44,0,-0.13426784263904762,0
tx104588,21.2,23,1071.0,0,3.26,0,-0.1342956711422919,0
tx102800,9.46,9,602.0,0,11.63,0,-0.1343090578123355,0
tx100644,42.34,15,1912.0,0,0.23,0,-0.13435532771708575,0
tx104652,8.07,19,337.0,0,0.53,0,-0.13435613497426846,0
tx103850,47.33,19,130.0,0,1.92,0,-0.13435729066276642,0
tx101828,39.71,21,732.0,0,10.1,0,-0.13436353639568488,0
tx100554,23.07,20,1725.0,2,3.58,0,-0.1344358226776563,0
tx102672,23.28,9,895.0,2,17.09,0,-0.1344503332961977,0
tx102528,31.07,21,370.0,1,11.75,0,-0.1344764227675262,0
tx103120,99.15,16,477.0,1,3.91,0,-0.13449295652328752,0
tx101252,57.46,7,992.0,1,12.12,0,-0.13449953858746322,0
tx102344,21.3,19,951.0,3,6.12,0,-0.1345651016233635,0
tx103994,29.42,14,35.0,2,0.66,0,-0.13463743371017373,0
tx104735,27.98,18,660.0,3,7.68,0,-0.1346758233279109,0
tx103377,24.24,7,582.0,0,11.35,0,-0.13476074283258255,0
tx100255,26.24,6,1760.0,0,4.4,0,-0.1347623488281005,0
tx104954,20.87,19,1949.0,1,5.32,0,-0.1348444045743778,0
tx102400,24.73,20,99.0,1,0.25,0,-0.13487199741354094,0
tx104467,82.71,14,1545.0,0,0.57,0,-0.13489729886890345,0
tx100372,49.6,8,1769.0,2,3.09,0,-0.13489773566902868,0
tx101771,9.64,3,1209.0,1,2.4,0,-0.13491812278262078,0
tx104530,54.88,13,744.0,1,17.39,0,-0.13493263752801798,0
tx104984,38.69,17,802.0,0,15.18,0,-0.1349998019132268,0
tx104349,76.42,19,308.0,1,2.86,0,-0.13501234726767553,0
tx103006,9.02,21,1388.0,0,3.03,0,-0.13502061765791634,0
tx104081,39.16,23,1371.0,1,2.75,0,-0.1350792254640119,0
tx102028,29.3,21,182.0,1,9.55,0,-0.13513746903960272,0
tx104133,24.39,16,754.0,1,18.99,0,-0.13517261643739664,0
tx103137,76.62,8,550.0,0,0.03,0,-0.1352370798044789,0
tx101173,24.64,23,1000.0,0,2.52,0,-0.13523950068658647,0
tx102786,26.89,9,1831.0,0,8.21,0,-0.13526268262833402,0
tx104052,29.65,12,1598.0,3,0.24,0,-0.13528372475689504,0
tx100443,94.99,13,746.0,0,4.86,0,-0.13531469855021822,0
tx102958,64.84,8,94.0,1,1.77,0,-0.13531660147002128,0
tx103300,66.5,8,465.0,0,0.26,0,-0.13532368571471304,0
tx103964,41.69,8,1095.0,3,1.07,0,-0.13536798706524972,0
tx104841,17.02,21,641.0,2,7.51,0,-0.13542903309611182,0
tx101401,37.15,5,363.0,0,4.17,0,-0.13543242908570785,0
tx102653,45.58,10,62.0,0,0.48,0,-0.135458534768035,0
tx101943,29.21,23,579.0,1,5.99,0,-0.13546615209203017,0
tx104053,23.37,23,877.0,1,6.8,0,-0.13553317442265078,0
tx104179,16.45,19,149.0,0,1.02,0,-0.1355499363377466,0
tx104102,19.99,17,70.0,0,1.34,0,-0.13555587134741465,0
tx103024,65.37,8,274.0,0,4.71,0,-0.13555690395345676,0
tx103378,46.08,21,1699.0,0,4.59,0,-0.13559995255305501,0
tx103540,46.3,7,1267.0,0,10.36,0,-0.13560734600652113,0
tx100481,54.05,12,347.0,3,3.65,0,-0.13564295886593175,0
tx101658,51.0,14,453.0,3,1.4,0,-0.13567413972440873,0
tx100295,33.33,3,418.0,1,7.91,0,-0.1356891010207612,0
tx101614,35.19,20,1150.0,1,13.17,0,-0.13570823819914968,0
tx100447,20.09,19,118.0,0,2.78,0,-0.13572383053620035,0
tx101009,55.52,11,322.0,3,5.09,0,-0.13572434733671157,0
tx103818,60.33,14,486.0,2,13.27,0,-0.13572521891073547,0
tx100116,31.21,17,394.0,0,14.05,0,-0.13576424162392514,0
tx103486,63.78,21,993.0,0,2.6,0,-0.1357923258891085,0
tx101108,47.14,18,1784.0,2,0.53,0,-0.13580164186240373,0
tx102326,28.8,8,448.0,3,0.43,0,-0.1358266653887179,0
tx104038,10.17,20,1606.0,0,2.81,0,-0.1358350726373439,0
tx101408,66.85,20,1060.0,1,8.86,0,-0.13586060893351615,0
tx104479,15.93,18,1269.0,1,14.99,0,-0.13588995215714977,0
tx104527,40.47,20,339.0,2,10.48,0,-0.1358980948950143,0
tx103454,25.99,3,889.0,0,1.64,0,-0.13592291121788902,0
tx103069,36.87,20,1580.0,1,12.43,0,-0.13593793353968725,0
tx100685,75.81,15,864.0,2,1.15,0,-0.13597515395724374,0
tx104108,15.91,15,48.0,0,2.47,0,-0.13602100074514228,0
tx100659,20.28,23,1440.0,1,3.67,0,-0.13607658011059204,0
tx103734,47.92,2,1234.0,1,2.94,0,-0.13608575493795017,0
tx100391,37.83,8,1416.0,2,13.34,0,-0.13609790743279793,0
tx104695,12.89,10,80.0,0,5.75,0,-0.13615498647975272,0
tx100020,27.06,19,1676.0,1,12.63,0,-0.1362114727631628,0
tx102614,32.56,6,259.0,2,0.59,0,-0.1362156324432019,0
tx103694,64.64,8,824.0,0,10.07,0,-0.13622348150306807,0
tx104040,17.55,23,1097.0,1,3.51,0,-0.13622554088165806,0
tx103567,67.92,13,1849.0,1,3.68,0,-0.1362424743664743,0
tx104256,18.17,10,1569.0,3,0.84,0,-0.1362883717513504,0
tx100669,66.18,18,623.0,0,10.26,0,-0.13629422708477718,0
tx102324,7.04,7,601.0,0,4.63,0,-0.13633168423000175,0
tx103018,56.33,5,826.0,0,1.78,0,-0.1363807038482212,0
tx102702,37.68,9,385.0,2,15.6,0,-0.13643532237139572,0
tx103518,15.88,22,879.0,0,0.55,0,-0.13644354303263057,0
tx101425,13.57,17,111.0,0,2.2,0,-0.1364527282128491,0
tx102843,17.95,21,182.0,1,0.3,0,-0.13646413494849485,0
tx101172,16.37,10,166.0,0,10.78,0,-0.13652288373815064,0
tx104400,43.96,10,1959.0,1,5.0,0,-0.13653188308140252,0
tx100746,41.46,22,250.0,1,3.63,0,-0.13657122966187935,0
tx103899,26.01,7,1776.0,0,4.36,0,-0.1365770409405725,0
tx103936,30.18,4,926.0,0,7.15,0,-0.1365880327790533,0
tx102321,33.89,18,145.0,0,0.05,0,-0.13659937554585821,0
tx101731,30.99,20,151.0,0,1.76,0,-0.13661039734273012,0
tx100011,17.96,14,1420.0,0,15.78,0,-0.13662974141463863,0
tx104371,25.7,11,256.0,3,3.3,0,-0.13665251866639705,0
tx104512,41.65,18,92.0,0,2.53,0,-0.13665362334400621,0
tx100512,31.91,15,377.0,3,0.8,0,-0.1366957466753585,0
tx103720,26.9,23,1444.0,1,1.1,0,-0.13671501133653186,0
tx103548,29.05,20,184.0,2,0.85,0,-0.13671831223373093,0
tx104855,19.08,13,418.0,3,0.28,0,-0.13675705012683953,0
tx103508,11.48,5,1294.0,0,0.92,0,-0.1367610144479156,0
tx101590,41.58,2,1043.0,1,0.51,0,-0.1368420268076943,0
tx102264,42.32,15,1892.0,2,1.35,0,-0.13686030238501112,0
tx100138,29.33,15,1742.0,0,12.12,0,-0.13688309774198576,0
tx103025,15.49,20,274.0,2,4.93,0,-0.13689971869513573,0
tx100444,10.32,20,1518.0,2,3.64,0,-0.1369274389548007,0
tx102217,38.93,11,1907.0,1,9.84,0,-0.1369809061137222,0
tx102189,24.79,19,926.0,3,1.23,0,-0.1369846878550282,0
tx101607,22.5,11,46.0,0,1.15,0,-0.13710156232247084,0
tx103594,23.99,20,1323.0,1,12.81,0,-0.1371140314635526,0
tx100407,21.18,13,1980.0,0,1.58,0,-0.1371154093801118,0
tx100796,34.17,14,31.0,0,1.09,0,-0.13712720410643292,0
tx104996,25.13,9,1787.0,1,11.65,0,-0.1371524104478511,0
tx101856,16.05,9,1965.0,1,3.28,0,-0.1371530774032952,0
tx101480,64.29,16,97.0,1,1.31,0,-0.1371614143764608,0
tx101227,27.65,21,97.0,1,2.91,0,-0.13716949068559797,0
tx101487,74.14,10,316.0,0,7.72,0,-0.13717296469029533,0
tx102122,11.92,17,391.0,1,13.27,0,-0.13718469700713393,0
tx102270,37.88,8,1301.0,3,0.45,0,-0.1371929732930698,0
