trip_id,pickup_datetime,passenger_count,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_mi,trip_duration
trip100442,2023-06-28 18:09:00,3,40.766286483426796,-73.98167223532202,40.785411649228074,-73.99156224776802,1.419,735
trip102641,2023-03-08 17:24:00,2,40.74604420806838,-73.99083016253861,40.73916246530203,-73.98982985044675,0.478,185
trip100218,2023-06-03 11:15:00,4,40.743047244433754,-73.90264009184897,40.74223947540283,-73.90537634806432,0.154,315
trip102115,2023-12-06 13:18:00,1,40.73833558333082,-73.91465603405824,40.79756360036478,-73.90095682749451,4.155,1000
trip102148,2023-06-24 06:16:00,1,40.7336030218198,-74.03,40.73500088658196,-74.0231791689693,0.37,197
trip100736,2023-02-02 05:28:00,3,40.78499953250882,-74.01515141215273,40.7726571761376,-73.98312233399129,1.88,513
trip103335,2023-09-03 16:04:00,2,40.73733835036424,-73.91987781312336,40.7364457920058,-73.91556355285638,0.234,142
trip103048,2023-12-25 04:21:00,2,40.79000424311821,-73.96767522277831,40.80621486947773,-73.97620098567965,1.206,489
trip103828,2023-11-17 19:14:00,1,40.760588036912644,-73.92815014515064,40.76145902918363,-73.93816662519792,0.528,272
trip102227,2023-02-23 05:30:00,1,40.77606768870944,-73.93977817408991,40.78593314221983,-73.95859900289162,1.198,503
trip102917,2023-12-22 15:56:00,1,40.83239294299405,-73.99876897022139,40.85266620077591,-73.96695368270953,2.174,605
trip103543,2023-03-25 18:53:00,3,40.76820453368888,-74.00641609759802,40.788666747947204,-74.03,1.877,792
trip103659,2023-06-30 16:48:00,3,40.75019384390544,-73.96961522422701,40.80473273796303,-73.97379471149398,3.775,1545
trip102163,2023-03-31 21:37:00,3,40.77850396934623,-74.00148383796335,40.78107062423479,-74.00252757344508,0.186,106
trip103372,2023-03-29 23:15:00,2,40.68352564164425,-74.03,40.68435087351754,-74.02223271035746,0.411,162
trip103245,2023-07-15 14:42:00,1,40.76516305042271,-73.95899954408637,40.77300237998204,-73.9590441347355,0.542,230
trip103063,2023-09-23 11:04:00,3,40.75767286837088,-73.99139357454276,40.743854194879354,-74.00698780807373,1.256,423
trip102902,2023-03-28 01:40:00,3,40.79595500301486,-74.01299032490772,40.78652965125403,-74.0132795894038,0.651,419
trip101113,2023-01-14 22:32:00,2,40.73918032613184,-73.94420900637931,40.74313302276245,-73.94627327825397,0.294,142
trip100949,2023-06-29 04:51:00,1,40.63,-73.94201094641882,40.63,-73.94570992749428,0.194,147
trip101027,2023-05-07 01:07:00,1,40.7516226967059,-73.98765536360087,40.73227183336322,-73.98981103878258,1.342,340
trip101545,2023-07-10 07:45:00,2,40.73935035289067,-73.90483738106455,40.761788020273194,-73.92313496291266,1.822,828
trip100805,2023-03-12 14:11:00,1,40.79949908426539,-74.03,40.77978689214683,-74.03,1.362,695
trip102716,2023-03-12 18:55:00,1,40.75517202602114,-73.99969079881429,40.71732110427578,-73.98119257255497,2.789,1406
trip101543,2023-04-25 06:59:00,2,40.745276882979994,-74.03,40.759724375435944,-74.01732825428634,1.198,435
trip102290,2023-12-17 14:32:00,2,40.77009976818755,-74.00459016258966,40.78171159933814,-73.96468883516731,2.237,819
trip100578,2023-12-31 08:10:00,1,40.73863671995637,-74.00147044059082,40.72683070174518,-73.96150079566841,2.246,1131
trip102288,2023-05-07 05:11:00,1,40.79369528511816,-73.97665903643886,40.82204594380889,-73.98366064734701,1.993,683
trip102817,2023-03-01 09:27:00,4,40.78509413256352,-73.98247625848757,40.785831649340494,-73.98001139838163,0.139,190
trip103732,2023-12-09 06:10:00,3,40.86,-74.02286302056422,40.853156090744285,-74.02329510551445,0.473,184
trip101752,2023-04-08 02:10:00,1,40.72046330979033,-73.92973023848448,40.728446015756624,-73.93593940531831,0.64,222
trip100000,2023-01-19 01:35:00,2,40.76371226858895,-73.96860579703672,40.78260162053925,-73.95980719253245,1.384,555
trip103486,2023-11-07 17:27:00,2,40.78298088508469,-73.95906195560708,40.78247715224204,-73.95957238444304,0.044,144
trip103877,2023-06-17 23:11:00,3,40.76437993030255,-73.95667146168594,40.80716757464547,-73.97305585002329,3.078,783
trip103857,2023-03-16 22:55:00,1,40.750465100343206,-73.9793969163802,40.755282494850874,-74.0037597298356,1.318,359
trip102196,2023-09-30 02:09:00,2,40.74188618397177,-73.94182170979667,40.75279115524872,-73.94547325057496,0.777,323
trip103850,2023-09-09 23:41:00,3,40.77659979314937,-73.95167709245145,40.76006159216737,-73.95242555055388,1.143,491
trip101422,2023-03-01 19:03:00,2,40.767573876834376,-73.988025814553,40.77713287646837,-74.01320698771693,1.474,698
trip100247,2023-02-15 23:10:00,2,40.83266110877446,-73.95746340899044,40.80226268368434,-73.98634860861777,2.587,724
trip102932,2023-06-07 03:45:00,1,40.80301831837677,-73.9748002714576,40.80640206210128,-73.97336628200377,0.246,155
trip101025,2023-05-27 17:59:00,2,40.7336002786481,-74.03,40.71782491126343,-74.03,1.09,602
trip102400,2023-09-01 19:23:00,1,40.729926877969355,-73.93123211487267,40.71441534497238,-73.93204104793531,1.073,437
trip102847,2023-07-17 09:49:00,1,40.722063037644375,-74.03,40.73594967582914,-74.03,0.959,517
trip102771,2023-12-14 23:29:00,1,40.77595187626945,-73.88680128303525,40.768693870027754,-73.88857900860047,0.51,216
trip103916,2023-07-17 09:05:00,2,40.73576355595773,-74.01025465200665,40.70263506146511,-73.97469042093459,2.951,1219
trip102740,2023-08-08 11:30:00,1,40.71161779819935,-74.03,40.71095199561476,-74.03,0.046,65
trip102009,2023-02-16 10:08:00,4,40.77815540072183,-73.96150630009366,40.784843180065536,-73.94578514213802,0.943,451
trip100650,2023-10-16 12:24:00,1,40.83315212558302,-74.02250825699363,40.84980641750658,-73.98684627608465,2.191,635
trip102387,2023-05-17 16:13:00,4,40.780084990446554,-74.03,40.77314270083483,-74.01792139897427,0.793,410
trip101614,2023-11-10 20:52:00,3,40.719486781217796,-73.94530582848631,40.71614291204067,-73.94110659548015,0.319,219
trip103232,2023-03-25 03:23:00,1,40.70161202289004,-74.03,40.716304351257406,-74.02988908919308,1.015,389
trip101580,2023-07-10 17:23:00,1,40.80353299023795,-73.96256268684836,40.78815835087014,-73.92606747536837,2.185,946
trip100175,2023-08-31 03:12:00,4,40.757766456297496,-74.00298946897482,40.75618949739364,-74.00312744712356,0.109,185
trip100278,2023-08-13 03:06:00,2,40.803601432888996,-73.99702283478139,40.805308457427046,-73.99589518538039,0.132,212
trip103664,2023-03-22 22:26:00,1,40.742402083665866,-74.00440761792608,40.742670757735645,-74.0054577104244,0.058,228
trip102172,2023-01-25 18:29:00,1,40.73651561211751,-73.99410416247076,40.7416529067929,-73.99390414570925,0.355,267
trip101837,2023-08-28 05:28:00,3,40.73835823442414,-74.01468056668526,40.71381244687849,-73.99738204739077,1.923,524
trip101569,2023-08-02 05:34:00,1,40.67858057646408,-73.97118305710002,40.68039098393502,-73.97019822027963,0.135,235
trip103717,2023-10-31 21:04:00,4,40.77002239281451,-73.92955480168877,40.77238942563957,-73.92862508081862,0.171,315
trip102535,2023-02-10 07:00:00,1,40.79705380540942,-73.91649747716329,40.805231139500236,-73.9158705010477,0.566,337
trip100691,2023-12-15 12:00:00,4,40.73894073249942,-73.966811550603,40.73238595828098,-73.96943328423825,0.473,247
trip103307,2023-11-16 07:17:00,2,40.78168067834447,-74.03,40.80027800717446,-74.01338865587452,1.551,625
trip100416,2023-06-28 08:24:00,2,40.799014787351986,-73.92438006827565,40.84789394628771,-73.89782047169207,3.652,1543
trip103142,2023-12-22 23:37:00,1,40.739761176308654,-74.02095175001405,40.7409136245579,-74.01681623025273,0.231,324
trip100217,2023-11-27 02:50:00,2,40.810182914834925,-73.95851652419537,40.811147692501095,-73.95683715156002,0.11,261
trip100759,2023-05-16 07:47:00,1,40.76991455308918,-74.00458459613307,40.77582913635976,-74.03,1.391,524
trip102274,2023-12-20 06:04:00,1,40.75570901393331,-73.98552042995017,40.74679006597918,-73.98596983837163,0.617,306
trip101042,2023-09-02 20:02:00,2,40.78143548554172,-73.9630766910737,40.80767326428895,-73.97184649676906,1.87,641
trip103122,2023-06-27 01:38:00,4,40.7809443618029,-74.03,40.785081985402805,-74.03,0.286,91
trip103443,2023-02-05 13:56:00,3,40.73319506651427,-74.03,40.73641018275269,-74.03,0.222,309
trip103791,2023-09-03 05:22:00,1,40.819692650130825,-74.03,40.821893164478304,-74.02934755847822,0.156,205
trip102437,2023-05-08 03:27:00,2,40.762438646391416,-73.93082077718583,40.748440294109294,-73.96576501741336,2.069,558
trip103484,2023-11-26 01:52:00,2,40.78934540928009,-73.99765141281613,40.80711031433139,-73.99167679466818,1.267,435
trip100727,2023-07-06 03:41:00,2,40.78452927582075,-74.02759446582553,40.82877677344148,-73.99332291443496,3.544,1297
trip101114,2023-10-02 13:04:00,1,40.75459140837582,-73.90590781160323,40.754717383678184,-73.90577029445912,0.011,153
trip102034,2023-11-20 07:57:00,1,40.755118666906874,-73.99357563492589,40.75670991451398,-73.9990119079135,0.305,244
trip101877,2023-07-31 01:23:00,1,40.831401154393724,-74.0091171437734,40.812490156010114,-73.9903956457074,1.633,495
trip101987,2023-05-21 10:29:00,2,40.71547523191612,-74.00166480103007,40.6921618285071,-73.9925711184652,1.68,849
trip100449,2023-06-24 13:21:00,2,40.76725197009321,-73.97969694596543,40.76731552985795,-73.98001937653709,0.017,84
trip101407,2023-08-01 13:40:00,1,40.779328666363135,-73.97861613531593,40.780315656031384,-73.98087017931155,0.136,60
trip100376,2023-10-06 09:27:00,2,40.74076772400103,-74.03,40.727485675778965,-74.03,0.918,453
trip102644,2023-12-06 22:02:00,2,40.8151176413214,-74.00669204283022,40.81154309854754,-73.9922107848959,0.797,466
trip101503,2023-01-26 00:38:00,2,40.764863047552744,-74.01341113021907,40.76859940369499,-74.01948678134318,0.41,261
trip102530,2023-07-26 07:14:00,1,40.80167153910322,-73.99307084283632,40.78328091176041,-74.014790128533,1.705,691
trip100433,2023-07-02 09:09:00,2,40.667609237836864,-73.96299168182847,40.677604278188646,-73.97384048379845,0.895,433
trip103965,2023-04-10 07:42:00,1,40.71381325172913,-74.0220339031838,40.751150023436054,-74.03,2.613,1085
trip100371,2023-04-12 17:50:00,2,40.80980322656966,-74.00654465991992,40.79595919752138,-74.01185375101569,0.996,440
trip103835,2023-06-21 03:16:00,1,40.76268138469076,-74.03,40.81078506631717,-74.00772605904996,3.522,873
trip102405,2023-11-17 01:58:00,2,40.67586266654286,-73.94233847464692,40.66122527114306,-73.94279103177104,1.012,419
trip103694,2023-08-09 04:49:00,1,40.80772567852462,-73.94318875108243,40.80662491924705,-73.90224024566118,2.143,626
trip100700,2023-04-05 04:50:00,3,40.800083465124715,-73.9443218796667,40.81497154827446,-73.91126791729387,2.012,538
trip101023,2023-07-05 05:11:00,1,40.777726060060104,-74.02695075826279,40.74945772556281,-74.03,1.96,649
trip100644,2023-12-06 01:44:00,3,40.73482036770692,-73.98190371265527,40.745407826260426,-73.99178354937312,0.896,290
trip103079,2023-11-30 08:50:00,4,40.79716133099278,-73.96485550990758,40.796430751368455,-73.96679492552312,0.113,166
trip100665,2023-03-17 22:42:00,1,40.6732456502793,-73.94014414558563,40.67404182820909,-73.94500058341004,0.26,112
trip100929,2023-03-30 16:01:00,3,40.75340709795806,-73.93245255679314,40.74034726985991,-73.93633521918824,0.925,468
trip100915,2023-01-02 00:28:00,1,40.802087849110954,-73.9753960349786,40.803246574983504,-73.97432475091958,0.098,59
trip103987,2023-05-08 20:30:00,2,40.769796578500944,-73.98308598610764,40.76751088022189,-73.97997740542635,0.227,144
trip102934,2023-07-17 08:27:00,1,40.71601512612624,-73.91515154497921,40.72984188325336,-73.90751586086424,1.036,490
trip101644,2023-01-16 23:27:00,2,40.682855237403714,-73.92916886155977,40.68160754603357,-73.92875664116809,0.089,190
trip102429,2023-10-06 22:44:00,2,40.83199248496043,-73.99180415365115,40.79436161656591,-73.9150909013229,4.781,1393
trip102654,2023-07-23 09:09:00,3,40.74906821361522,-73.96096338113713,40.74099420710539,-73.97136968654598,0.78,442
trip102299,2023-06-21 20:01:00,1,40.7362246428193,-74.005215817159,40.73607430189676,-74.0034893070048,0.091,119
trip100794,2023-10-04 17:35:00,1,40.66959816198844,-73.92864303137203,40.66497487447078,-73.93305557426241,0.394,206
trip103603,2023-04-20 23:21:00,1,40.81561768633656,-73.98031948928592,40.850914439624894,-74.01816682540293,3.14,868
trip100246,2023-01-11 11:59:00,1,40.70064464896954,-73.97030952930201,40.69074243985111,-73.95385310867437,1.101,276
trip101723,2023-04-30 04:14:00,4,40.836532578733,-73.83690609800294,40.83688649152404,-73.83766034789878,0.046,228
trip100734,2023-10-02 12:11:00,1,40.76251646769046,-73.99747502564097,40.762117559170974,-73.99866224459002,0.068,211
trip100505,2023-01-31 09:00:00,1,40.72554270214303,-73.9079292879947,40.72558201878569,-73.90796797483763,0.003,136
trip101831,2023-03-26 07:59:00,2,40.75258345321472,-73.97061111420808,40.727517543787606,-73.97158575260734,1.733,701
trip100923,2023-05-06 07:45:00,2,40.72428478513615,-74.03,40.719582120189976,-74.02496353900912,0.418,238
trip100964,2023-08-03 03:06:00,1,40.74839751687145,-74.00923225346708,40.74830939345356,-73.9637924315763,2.379,686
trip102803,2023-03-20 10:55:00,2,40.70581405693221,-73.95247892857407,40.708148702192254,-73.95129274812348,0.173,210
trip103455,2023-12-28 10:27:00,3,40.71192540387202,-73.964768372384,40.71612025802889,-73.93072044252989,1.807,920
trip103795,2023-02-21 21:05:00,1,40.74229452651584,-74.03,40.74421960599687,-74.03,0.133,152
trip100532,2023-09-26 01:03:00,1,40.729814610638726,-73.89925956993022,40.73835799416117,-73.88308561107458,1.032,319
trip101850,2023-09-18 23:42:00,2,40.72113057756477,-73.93458996421853,40.72144030492104,-73.93945348875936,0.256,199
trip100108,2023-01-06 20:40:00,2,40.78781386618558,-73.91390563149055,40.78047202985387,-73.86894361995525,2.406,617
trip103216,2023-01-09 19:35:00,1,40.690738371686514,-74.03,40.690171741373995,-74.03,0.039,229
trip103182,2023-10-27 15:36:00,1,40.71795756252177,-73.99985209861255,40.70301273871967,-74.00598154949924,1.081,378
trip102422,2023-04-15 14:25:00,1,40.81974507547581,-74.03,40.835696350804305,-74.03,1.102,455
trip101728,2023-04-19 12:55:00,2,40.75329738915636,-73.92836800431901,40.70741444279664,-73.90251228435268,3.447,1371
trip102131,2023-07-19 01:43:00,1,40.855203030362745,-73.97234795121477,40.859636324692175,-73.97272830010455,0.307,128
trip103023,2023-01-08 07:10:00,4,40.71570118310333,-73.94546975860258,40.71588199288916,-73.94619525019326,0.04,89
trip102984,2023-04-02 22:37:00,1,40.69053861677596,-74.02895334168602,40.69437355987343,-74.02989226403962,0.269,170
trip103765,2023-12-02 18:48:00,2,40.80263857814435,-73.9817127055549,40.84368684024513,-73.98173852317908,2.836,1117
trip100543,2023-05-01 06:08:00,1,40.74193480185476,-74.02350570845248,40.745856606460855,-74.02074496243951,0.307,166
trip101778,2023-07-15 16:50:00,2,40.699535602929224,-73.92103067246259,40.69916420300122,-73.91411595709859,0.363,171
trip102503,2023-11-06 10:00:00,3,40.77180040476618,-73.94588296822015,40.7790894918564,-73.96458301404378,1.1,422
trip102369,2023-02-03 07:27:00,2,40.78550085475224,-73.90750945786135,40.74506306837474,-73.90002716752548,2.821,1120
trip100259,2023-02-05 09:36:00,4,40.68812968862335,-73.99662549020208,40.660819353615054,-74.02026113225823,2.257,800
trip103606,2023-10-19 06:57:00,1,40.6758500286503,-73.98752430766397,40.67591580582272,-73.99097869769734,0.181,81
trip101791,2023-10-10 07:39:00,1,40.749644296808206,-73.97873325403991,40.73678818841955,-73.96828875978427,1.043,401
trip101876,2023-03-09 18:27:00,2,40.7828422955057,-74.00259563080233,40.78118463139246,-73.99976394128628,0.187,151
trip101641,2023-12-08 13:35:00,4,40.772637190076956,-74.03,40.779765271351295,-74.03,0.493,271
trip100927,2023-09-29 09:56:00,4,40.76862065427356,-73.96546908463179,40.77138242521223,-73.96962321994786,0.289,327
trip100612,2023-01-18 16:13:00,2,40.685931950407046,-73.99902073431836,40.691794926420016,-74.0019181219276,0.433,311
trip103656,2023-08-27 01:43:00,2,40.7395217177748,-74.02986182459009,40.74796134304983,-74.02758695982696,0.595,252
trip103036,2023-06-08 05:09:00,1,40.75626002828927,-73.95495483923581,40.756997235154486,-73.96010784751051,0.274,216
trip100219,2023-03-03 12:38:00,4,40.71868258247482,-73.99739005930019,40.72925322383618,-74.02037235779731,1.408,436
trip103280,2023-12-30 10:24:00,2,40.82846298402812,-74.02264546512791,40.835804878430814,-74.03,0.637,340
trip100485,2023-07-07 17:13:00,1,40.74233165884761,-74.00884571621944,40.66195698750459,-74.02578043442884,5.624,2544
trip102325,2023-04-03 00:03:00,2,40.77325162683918,-73.86459690067683,40.75577312649183,-73.88920220256915,1.765,702
trip101175,2023-06-10 22:23:00,4,40.67799073679304,-73.9884936915839,40.63141720821564,-73.96319633826741,3.48,978
trip103901,2023-04-17 02:09:00,1,40.77981367584016,-73.94193071191094,40.77839515047181,-73.92750078980707,0.761,346
trip101538,2023-02-18 14:15:00,1,40.70813808907285,-73.95458659836794,40.71548846174177,-73.97323447245739,1.101,355
trip100258,2023-11-02 03:57:00,3,40.74397796659678,-73.91199885451384,40.69755206477095,-73.91170256583904,3.208,804
trip103529,2023-05-16 11:20:00,1,40.74495262449502,-73.90265669281129,40.74381842013225,-73.8971294688795,0.3,349
trip100386,2023-02-01 03:25:00,2,40.76978364727076,-73.99275044281684,40.77598428777291,-73.99200737589395,0.43,349
trip100847,2023-08-25 00:49:00,1,40.788307850868016,-73.95162244368825,40.78168844888166,-73.94681716217403,0.522,265
trip102583,2023-12-02 06:05:00,4,40.765291385852066,-73.96129503135302,40.77841993126869,-73.98523872496497,1.547,499
trip101566,2023-11-12 15:15:00,2,40.697643679009346,-73.91964979747435,40.68260928176238,-73.90086298997642,1.431,409
trip103462,2023-04-03 22:25:00,2,40.6908236902508,-73.93278292430014,40.70532580431713,-73.9410082863832,1.091,389
trip101815,2023-11-05 08:09:00,2,40.72920428161724,-73.99858994787586,40.72880288179052,-74.00883390207854,0.537,267
trip103123,2023-10-21 04:56:00,1,40.77457503239016,-73.96418408122881,40.76120474615246,-73.93849221193801,1.631,565
trip101878,2023-05-29 05:35:00,1,40.81413980245616,-73.92234462463068,40.81410378238744,-73.92234975193384,0.003,288
trip102732,2023-05-07 03:02:00,3,40.82773382289827,-73.99489727391625,40.76727936727114,-73.96710966160495,4.423,1139
trip100209,2023-01-08 19:00:00,2,40.734964445168465,-73.99545910734716,40.80256006519935,-74.02167771735844,4.868,1532
trip103973,2023-04-28 23:26:00,1,40.826535674129275,-73.95035758708424,40.83907488063613,-73.94828475515247,0.873,263
trip101278,2023-09-24 07:07:00,2,40.766366416765436,-73.99980400547642,40.77471741630973,-73.99836158991728,0.582,371
trip101096,2023-06-08 14:09:00,3,40.82106334763417,-73.93159324688281,40.817020424923435,-73.9305498508005,0.285,138
trip100910,2023-05-12 06:24:00,2,40.71617098684839,-74.01489332058047,40.733507003536126,-74.01006300396062,1.224,530
trip101731,2023-08-24 03:42:00,4,40.74861253686621,-73.97854580379656,40.748064874122974,-73.98348290808805,0.261,243
trip102562,2023-01-21 09:42:00,2,40.80976704794031,-73.95923007369174,40.75762882849304,-73.93446112782998,3.828,1626
trip102691,2023-08-03 19:27:00,1,40.70355854896773,-73.96024623118119,40.75292648950921,-74.01298943320758,4.389,1612
trip102171,2023-09-26 16:00:00,3,40.70150875385783,-74.03,40.701364822689584,-74.00388024509758,1.368,1027
trip100596,2023-06-25 23:34:00,3,40.72657352142151,-73.99618477554003,40.71162846593123,-73.96722951865945,1.835,506
trip101964,2023-06-03 21:44:00,2,40.71695255091739,-73.8941563813301,40.71697857020212,-73.8941815507448,0.002,127
trip101412,2023-06-20 08:21:00,1,40.679443131260626,-74.00407632544388,40.68453800816139,-74.00893028022135,0.434,254
trip100296,2023-03-10 18:43:00,1,40.76331972953592,-73.99176395432279,40.746351571115454,-73.98874057489931,1.183,470
trip102805,2023-12-18 00:20:00,1,40.754891596876604,-74.00035981527807,40.72616343701116,-73.99372414003312,2.015,520
trip100507,2023-06-17 00:22:00,4,40.76956979221586,-74.02536215418934,40.7706006768675,-74.02215308893527,0.182,399
trip103652,2023-12-15 14:46:00,1,40.788395469829105,-73.98088671851305,40.785922663019534,-73.97833912756684,0.217,154
trip100007,2023-02-23 00:29:00,1,40.735769083344536,-73.95886364762316,40.73056680690172,-73.96090399726452,0.375,155
trip102973,2023-11-16 23:22:00,4,40.72371868000501,-73.99298766954463,40.727730727255924,-73.98553247858996,0.479,186
trip103861,2023-04-22 01:45:00,1,40.7821351186849,-74.02685046603267,40.76052995752327,-74.03,1.502,483
trip103676,2023-08-19 07:58:00,1,40.702875605796535,-73.98922240198628,40.76095705825983,-74.03,4.546,2407
trip102913,2023-11-22 19:49:00,2,40.64942340259456,-73.88378214882817,40.64855989656174,-73.88387644188303,0.06,152
trip103845,2023-07-24 05:33:00,2,40.64496203310053,-73.93522361497273,40.63,-73.92928825733796,1.08,529
trip103128,2023-01-03 06:23:00,1,40.717323501879115,-74.0146880081906,40.74649552201785,-73.9815502269438,2.66,532
trip103882,2023-10-10 02:45:00,3,40.76456735030106,-73.97725605559049,40.79160041992004,-73.9904803715525,1.992,486
trip101795,2023-03-29 18:34:00,1,40.735343585046685,-73.96235863208742,40.73715565751552,-73.97433954803363,0.64,275
trip100177,2023-12-13 11:19:00,1,40.757199622610806,-73.96485193320177,40.821926611964855,-73.96188653676474,4.475,1616
trip103865,2023-07-13 06:30:00,2,40.70083505783275,-73.98218571699597,40.70137891128585,-73.98227370498823,0.038,261
trip102788,2023-12-17 04:14:00,1,40.72404856799826,-74.03,40.71973027490309,-74.02292156134304,0.476,178
trip100790,2023-04-25 13:24:00,1,40.71642557845064,-74.03,40.71624374620568,-74.02989134224812,0.014,168
trip101263,2023-03-02 04:03:00,1,40.72987790542015,-73.95607863064158,40.7209632867968,-73.96188684029954,0.687,176
trip100678,2023-02-20 21:27:00,3,40.76744664135679,-74.02228032338338,40.77338816052583,-74.03,0.576,323
trip103465,2023-06-09 22:47:00,4,40.84287525410455,-73.95996542803888,40.77148250388695,-73.97697331201832,5.012,1487
trip103126,2023-08-25 04:29:00,3,40.74807926066976,-73.997618959519,40.7462059078527,-73.99880518224515,0.144,100
trip101011,2023-04-11 06:53:00,4,40.81490371560338,-74.03,40.837937989044235,-74.00322147346296,2.12,629
trip102406,2023-04-07 21:45:00,3,40.763082993004005,-73.99957313246114,40.76548386273024,-73.99907908601176,0.168,101
trip101483,2023-04-19 02:20:00,2,40.764847459239576,-73.91623750128943,40.76463493975808,-73.91649745322067,0.02,136
trip103077,2023-07-16 23:53:00,4,40.67235905820965,-73.9950248171697,40.68613152922674,-73.9868570336245,1.043,253
trip102114,2023-11-12 07:49:00,1,40.772022277252226,-73.96025325644872,40.74394821785624,-73.96787786993401,1.98,707
trip100679,2023-09-01 13:26:00,1,40.74248824314512,-74.02929271601472,40.7457373174337,-74.03,0.228,308
trip103233,2023-02-17 06:14:00,2,40.78913925342242,-74.0104996365328,40.78931525661767,-74.0100184365368,0.028,113
trip100781,2023-02-26 00:53:00,4,40.746412169626446,-73.9247718984011,40.721522946895746,-73.90468752815802,2.016,640
trip102702,2023-06-26 14:19:00,2,40.7875919647256,-74.03,40.79186060933672,-74.03,0.295,218
trip103637,2023-01-31 08:47:00,3,40.81013707560446,-73.95020039781421,40.805057771707844,-73.95542471693331,0.445,253
trip101756,2023-07-19 05:06:00,1,40.826947477930545,-74.01815241964749,40.83274455330267,-74.01095817067491,0.549,210
trip102493,2023-03-06 19:47:00,3,40.71571038142778,-73.98194131548313,40.71312654404238,-74.00132141242803,1.031,577
trip101398,2023-09-10 03:10:00,2,40.77589959295,-74.03,40.76640613118709,-74.03,0.656,230
trip103988,2023-11-15 21:31:00,1,40.803848254104416,-73.98405046165156,40.80224911340635,-73.9770394899058,0.383,126
trip102155,2023-06-29 05:34:00,3,40.7770431678115,-73.88577995171298,40.76936799075585,-73.88395894868731,0.539,197
trip100883,2023-02-16 08:42:00,1,40.697261278319466,-73.99252648981356,40.696279332259884,-73.99673719563046,0.231,267
trip100382,2023-07-15 14:22:00,1,40.677898320652346,-73.95863326547116,40.726556478578026,-73.92589133650044,3.774,1070
trip103042,2023-02-25 13:15:00,2,40.70995882047932,-74.03,40.70911175153468,-74.03,0.059,169
trip102575,2023-04-02 23:35:00,2,40.76715721255364,-73.98342880524108,40.70559029436647,-73.94863689465544,4.627,1837
trip102447,2023-07-17 20:23:00,2,40.72938631892493,-73.98036791131155,40.74182189887809,-74.02421912117077,2.451,1092
trip100031,2023-07-15 06:19:00,1,40.73171132426269,-74.00077389913145,40.72994643534531,-73.99643740641162,0.258,193
trip102189,2023-07-18 12:08:00,3,40.77470422933346,-73.99035612869002,40.76736354119187,-74.01181189040346,1.232,341
trip101537,2023-02-05 07:33:00,2,40.6740693537514,-74.03,40.67451573380886,-74.03,0.031,150
trip103955,2023-03-17 01:06:00,2,40.65987338176634,-74.03,40.658910017106486,-74.02030926430659,0.512,356
trip100610,2023-09-19 09:11:00,4,40.70345613767465,-73.97560830326167,40.7209567490918,-73.97846825755475,1.218,524
trip100570,2023-08-07 13:53:00,4,40.684834273326324,-73.98461636757939,40.68415750777196,-73.9856799374607,0.073,165
trip100343,2023-09-21 05:34:00,1,40.76862506284177,-74.0018160179776,40.77192404683832,-74.0075258372031,0.376,238
trip103958,2023-05-12 14:21:00,2,40.72169745902802,-73.94956985491189,40.72177974308188,-73.95001433987439,0.024,78
trip101662,2023-04-26 16:19:00,3,40.745380205903174,-73.99189546637696,40.745346122595194,-73.98853397539148,0.176,251
trip103049,2023-07-12 21:32:00,3,40.81406017625193,-73.93511769373322,40.81312041638957,-73.93518351393506,0.065,67
trip102505,2023-01-04 22:13:00,2,40.79137406544911,-73.93618168679559,40.81105511218211,-73.97448328669978,2.421,821
trip101966,2023-06-14 03:52:00,1,40.760727476867686,-74.0159165567154,40.76688400532038,-74.02641109039048,0.695,367
trip102345,2023-10-13 18:01:00,3,40.70635898221982,-73.92652425357277,40.70749362196847,-73.93093938051943,0.244,265
trip101962,2023-12-18 20:03:00,1,40.73780978678181,-73.90822784294967,40.73807539014661,-73.90786291500964,0.026,67
trip101912,2023-06-02 12:15:00,1,40.77483364471891,-73.95415405725244,40.77353892105362,-73.95632910087188,0.145,133
trip102527,2023-07-26 12:00:00,1,40.733286201876304,-73.96307570846007,40.72745258848526,-73.96558848127592,0.424,323
trip102379,2023-08-11 13:40:00,1,40.74609828846211,-73.98258995981097,40.75053505465317,-73.9811241291943,0.316,190
trip100965,2023-01-18 20:22:00,1,40.68858662565093,-73.97433737751507,40.63,-73.96780567042383,4.062,951
trip100528,2023-11-03 18:41:00,1,40.76162029704952,-74.01168719719085,40.76693354715582,-74.01156175699883,0.367,160
trip100176,2023-05-19 02:10:00,1,40.82105910653847,-73.96155289867588,40.85240395038104,-73.90484034101952,3.671,1207
trip100422,2023-11-04 03:19:00,1,40.723251984151055,-74.03,40.72378047046763,-74.03,0.037,165
trip103756,2023-12-22 10:44:00,1,40.74105257786595,-73.95636055643762,40.738392296403546,-73.95721431236794,0.189,201
trip103253,2023-10-02 19:45:00,2,40.79347583564518,-73.98455461011072,40.78366023426279,-74.00186993484208,1.132,523
trip102390,2023-11-15 22:03:00,3,40.66176194806887,-73.98316268649064,40.67047521549002,-73.95358059264188,1.663,411
trip100572,2023-01-08 17:50:00,1,40.761791611543345,-73.96598820918953,40.76065685014736,-73.96791508087567,0.128,157
trip102309,2023-08-10 10:03:00,2,40.761763918572846,-74.03,40.859683606331,-73.97002835926126,7.457,3021
