transaction_id,item
540,eggs
540,milk
541,pasta
541,tomato_sauce
541,butter
541,milk
541,bananas
541,bread
541,cereal
541,apples
542,bread
542,sugar
542,apples
543,chicken
543,pasta
543,tomato_sauce
543,milk
543,bananas
543,apples
544,sugar
544,rice
544,parmesan
544,coffee
545,bananas
545,soda
546,rice
546,butter
546,milk
546,chips
546,soda
546,bread
546,yogurt
547,rice
547,chicken
547,coffee
547,milk
547,bananas
547,chips
547,sugar
547,cereal
547,yogurt
548,cereal
548,cheese
549,wipes
549,diapers
549,yogurt
550,cheese
550,butter
550,milk
550,bread
550,yogurt
551,pasta
551,butter
551,tomato_sauce
551,milk
551,bread
551,parmesan
551,yogurt
552,cheese
552,diapers
552,bananas
552,eggs
552,parmesan
552,beer
553,bananas
553,apples
554,rice
554,chicken
554,coffee
554,pasta
554,chips
554,sugar
554,salsa
554,parmesan
554,yogurt
555,chips
555,sugar
555,salsa
556,rice
556,milk
556,soda
556,yogurt
557,rice
557,sugar
557,coffee
557,soda
558,butter
558,milk
558,bananas
558,eggs
558,bread
559,wipes
559,butter
559,milk
559,eggs
559,salsa
559,bread
560,milk
560,bananas
560,chips
560,eggs
560,cereal
561,rice
561,chicken
561,milk
561,chips
561,salsa
561,cereal
562,apples
563,cereal
563,milk
563,pasta
564,coffee
564,butter
564,milk
564,chips
564,sugar
564,bread
564,beer
565,salsa
565,chicken
565,apples
566,tomato_sauce
566,bread
566,parmesan
566,butter
567,rice
567,chicken
567,tomato_sauce
567,butter
567,bananas
567,salsa
567,bread
567,parmesan
567,apples
568,tomato_sauce
568,parmesan
568,coffee
568,pasta
569,butter
569,eggs
569,pasta
570,coffee
570,cheese
570,butter
570,milk
570,sugar
570,apples
571,beer
572,coffee
572,cheese
572,milk
572,sugar
572,apples
573,coffee
573,butter
573,sugar
573,soda
573,bread
573,yogurt
574,chicken
574,pasta
574,tomato_sauce
574,chips
574,eggs
574,salsa
574,apples
575,parmesan
575,tomato_sauce
575,rice
575,cereal
576,rice
576,bananas
576,chips
576,soda
576,salsa
577,eggs
577,milk
577,sugar
578,wipes
578,rice
578,diapers
579,rice
579,chicken
579,coffee
579,pasta
579,tomato_sauce
579,milk
579,sugar
579,bread
580,coffee
580,milk
580,sugar
580,soda
580,cereal
580,yogurt
581,bananas
581,apples
581,yogurt
582,rice
582,chicken
582,pasta
582,tomato_sauce
582,bananas
582,chips
582,eggs
582,parmesan
582,apples
582,yogurt
583,coffee
583,butter
583,bananas
583,chips
583,eggs
583,sugar
584,butter
584,bread
584,chicken
585,butter
585,chips
585,milk
586,eggs
586,rice
586,soda
587,sugar
587,beer
587,soda
587,yogurt
588,rice
588,coffee
588,wipes
588,diapers
588,yogurt
589,butter
589,eggs
589,chicken
589,rice
590,milk
591,chips
591,parmesan
592,butter
592,bread
592,milk
592,yogurt
593,wipes
593,sugar
593,beer
593,diapers
594,tomato_sauce
594,eggs
594,parmesan
594,pasta
595,beer
595,cheese
596,butter
596,bread
597,eggs
598,beer
598,soda
598,yogurt
599,tomato_sauce
599,parmesan
599,beer
599,pasta
600,rice
600,chicken
600,milk
600,bananas
600,yogurt
601,butter
601,bread
601,milk
602,wipes
603,tomato_sauce
603,bread
603,parmesan
603,butter
604,cereal
604,chicken
604,milk
605,butter
605,tomato_sauce
605,milk
605,soda
605,parmesan
606,pasta
606,butter
606,tomato_sauce
606,chips
606,salsa
606,bread
606,parmesan
606,apples
606,yogurt
607,apples
607,bananas
607,eggs
607,cheese
608,pasta
608,eggs
608,yogurt
609,wipes
609,diapers
609,chips
609,salsa
609,yogurt
610,rice
610,chicken
610,cheese
610,butter
610,milk
610,eggs
610,bread
610,parmesan
610,yogurt
611,chicken
611,cheese
611,milk
611,chips
611,salsa
611,apples
612,wipes
612,chips
612,salsa
612,apples
612,yogurt
613,bananas
613,wipes
613,sugar
613,diapers
614,butter
614,bread
614,soda
615,bananas
615,apples
615,cheese
616,butter
616,milk
616,eggs
616,soda
616,apples
617,tomato_sauce
617,milk
617,soda
618,eggs
618,milk
619,coffee
619,pasta
619,tomato_sauce
619,diapers
619,salsa
619,apples
620,eggs
620,sugar
620,pasta
621,apples
622,butter
622,chips
622,salsa
623,sugar
623,milk
623,coffee
623,apples
624,rice
624,chicken
624,wipes
624,bread
624,beer
625,coffee
626,butter
626,milk
626,eggs
626,sugar
626,soda
626,parmesan
626,apples
627,eggs
627,butter
627,bread
627,soda
628,wipes
628,eggs
628,apples
629,wipes
629,tomato_sauce
629,chips
629,diapers
630,coffee
630,pasta
630,milk
630,bananas
630,soda
630,apples
630,yogurt
631,butter
631,rice
631,chicken
631,soda
632,apples
632,eggs
632,soda
633,chicken
633,cheese
633,tomato_sauce
633,milk
633,bread
633,cereal
633,apples
634,pasta
634,wipes
634,tomato_sauce
634,diapers
634,soda
634,parmesan
634,beer
634,apples
635,rice
635,chicken
635,butter
635,milk
635,bananas
636,butter
636,milk
636,chips
636,salsa
636,bread
636,beer
636,apples
637,butter
637,bread
637,sugar
637,apples
638,pasta
638,tomato_sauce
638,bananas
638,soda
638,parmesan
639,wipes
639,milk
639,diapers
640,eggs
640,pasta
640,bread
640,yogurt
641,coffee
641,pasta
641,tomato_sauce
641,eggs
641,sugar
641,parmesan
642,bananas
642,apples
642,yogurt
643,coffee
643,wipes
643,diapers
643,bananas
643,sugar
644,chicken
644,coffee
644,butter
644,tomato_sauce
644,chips
644,salsa
645,rice
645,coffee
645,cheese
645,bananas
645,eggs
645,apples
646,chicken
646,wipes
646,diapers
646,bananas
646,chips
646,cereal
647,sugar
647,chicken
647,coffee
647,diapers
648,rice
648,chicken
648,milk
648,soda
648,bread
648,cereal
649,pasta
649,tomato_sauce
649,diapers
649,bananas
649,chips
649,salsa
649,bread
649,beer
649,apples
650,coffee
650,milk
650,bananas
650,chips
650,sugar
650,bread
650,apples
651,pasta
651,tomato_sauce
651,bananas
651,soda
651,parmesan
652,rice
652,chicken
652,butter
652,eggs
652,bread
653,chicken
653,rice
653,milk
653,pasta
654,eggs
654,bread
654,soda
655,tomato_sauce
655,milk
655,eggs
655,apples
655,yogurt
656,butter
657,cheese
657,pasta
657,butter
657,tomato_sauce
657,bananas
657,bread
657,parmesan
657,apples
658,bananas
658,salsa
658,yogurt
659,coffee
659,pasta
659,tomato_sauce
659,bananas
659,eggs
659,sugar
659,soda
660,butter
660,tomato_sauce
661,tomato_sauce
661,butter
661,sugar
661,bread
661,parmesan
662,pasta
662,wipes
662,butter
662,tomato_sauce
662,soda
662,bread
662,cereal
662,apples
663,butter
663,bananas
663,soda
663,bread
663,apples
664,pasta
664,tomato_sauce
664,butter
664,chips
664,salsa
664,bread
664,parmesan
665,diapers
665,yogurt
666,pasta
666,butter
666,tomato_sauce
666,eggs
666,chips
666,bread
666,parmesan
666,beer
667,tomato_sauce
667,eggs
667,parmesan
667,yogurt
668,rice
668,cheese
669,wipes
669,bananas
669,chips
669,yogurt
670,milk
670,eggs
670,sugar
670,soda
670,cereal
671,wipes
671,butter
671,bread
671,sugar
672,rice
672,wipes
672,diapers
672,chips
672,salsa
672,bread
673,bread
673,milk
673,beer
674,wipes
674,tomato_sauce
674,diapers
674,soda
674,bread
674,parmesan
675,cereal
675,cheese
675,tomato_sauce
675,milk
675,chips
675,parmesan
676,coffee
676,pasta
676,tomato_sauce
676,sugar
676,salsa
677,bananas
677,chips
677,milk
677,sugar
678,wipes
678,rice
678,milk
679,cheese
679,butter
679,milk
679,chips
679,salsa
679,beer
680,pasta
680,butter
680,milk
680,bananas
680,bread
681,chips
681,sugar
682,sugar
682,rice
682,chicken
682,coffee
683,rice
683,chicken
683,cheese
683,tomato_sauce
683,chips
683,salsa
684,milk
684,apples
685,chips
685,sugar
685,yogurt
686,chips
686,milk
686,beer
687,rice
687,chicken
687,wipes
687,butter
687,milk
687,diapers
687,soda
687,bread
687,beer
688,milk
688,cheese
689,eggs
689,bread
689,rice
689,cheese
690,rice
690,wipes
690,tomato_sauce
690,butter
690,bananas
690,eggs
690,chips
690,bread
690,parmesan
690,apples
691,rice
691,pasta
691,milk
691,bananas
691,cereal
691,yogurt
692,bananas
692,chips
693,bananas
693,apples
693,soda
694,rice
694,pasta
694,butter
694,tomato_sauce
694,bread
694,parmesan
695,coffee
696,butter
696,milk
696,bananas
696,salsa
696,bread
697,apples
698,coffee
698,chips
698,eggs
698,sugar
698,salsa
698,yogurt
699,milk
699,bananas
699,eggs
699,cereal
699,beer
700,butter
701,coffee
701,cheese
701,butter
701,sugar
701,apples
702,pasta
702,wipes
702,butter
702,tomato_sauce
702,diapers
702,bananas
702,soda
702,parmesan
702,beer
703,bananas
703,butter
703,rice
703,cereal
704,parmesan
704,chicken
704,cheese
704,pasta
704,tomato_sauce
704,salsa
704,bread
704,cereal
705,cereal
705,rice
705,chicken
705,pasta
705,tomato_sauce
705,milk
705,parmesan
706,parmesan
706,chicken
706,wipes
706,tomato_sauce
706,milk
706,bananas
706,cereal
706,apples
707,milk
707,cereal
708,coffee
708,butter
708,milk
708,bread
708,yogurt
709,coffee
709,bananas
709,chips
709,sugar
709,salsa
709,cereal
710,bread
710,chicken
710,cheese
710,yogurt
711,coffee
711,wipes
711,diapers
711,sugar
711,beer
712,rice
712,chicken
712,cheese
712,pasta
713,apples
713,bread
713,rice
713,cheese
714,bananas
714,butter
714,rice
715,bananas
715,eggs
715,apples
716,butter
716,salsa
716,cereal
716,coffee
717,milk
717,bananas
717,chips
717,sugar
717,bread
717,apples
718,chicken
718,butter
718,milk
718,bananas
718,chips
718,apples
719,apples
719,chips
719,soda
719,yogurt
720,eggs
720,milk
721,tomato_sauce
721,butter
721,bananas
721,soda
721,bread
721,parmesan
721,yogurt
722,coffee
722,milk
722,bananas
722,sugar
722,soda
722,cereal
723,chicken
723,cheese
723,pasta
723,soda
723,yogurt
724,chicken
724,milk
724,soda
724,yogurt
725,coffee
725,cheese
725,milk
725,sugar
725,soda
725,yogurt
726,chicken
726,milk
726,chips
726,eggs
726,cereal
727,rice
727,butter
727,milk
727,bread
727,cereal
727,apples
727,yogurt
728,chips
728,milk
728,soda
728,pasta
729,rice
729,chicken
729,cheese
730,coffee
730,butter
730,chips
730,salsa
730,apples
731,butter
731,coffee
732,wipes
732,diapers
732,bananas
732,chips
732,cereal
733,pasta
733,tomato_sauce
733,diapers
733,bananas
733,chips
733,salsa
733,parmesan
733,apples
734,tomato_sauce
734,parmesan
734,diapers
735,chicken
735,pasta
735,wipes
735,tomato_sauce
735,milk
735,eggs
735,parmesan
735,apples
736,pasta
736,tomato_sauce
736,butter
736,diapers
736,bread
736,apples
736,yogurt
737,butter
737,milk
737,eggs
737,salsa
737,yogurt
738,pasta
738,wipes
738,tomato_sauce
738,milk
738,eggs
738,cereal
739,rice
739,coffee
739,butter
739,milk
739,chips
739,sugar
739,salsa
739,bread
739,cereal
740,rice
740,butter
740,milk
740,chips
740,soda
740,bread
740,apples
741,eggs
742,chicken
742,cheese
742,tomato_sauce
742,eggs
742,salsa
743,tomato_sauce
743,bread
743,parmesan
743,salsa
744,apples
744,chips
744,salsa
744,soda
745,butter
745,milk
745,chips
745,bread
745,beer
745,apples
745,yogurt
746,cheese
746,pasta
746,tomato_sauce
746,parmesan
746,apples
747,chips
747,sugar
747,salsa
747,yogurt
748,bananas
748,butter
748,bread
748,milk
749,rice
749,chicken
749,wipes
749,milk
749,diapers
749,eggs
749,soda
749,cereal
749,beer
749,apples
750,parmesan
751,butter
751,bread
751,sugar
752,beer
752,apples
753,chips
753,milk
753,salsa
753,soda
754,rice
754,milk
755,sugar
755,coffee
755,apples
755,pasta
756,bananas
756,eggs
757,rice
757,pasta
757,wipes
757,butter
757,tomato_sauce
757,diapers
757,bread
757,yogurt
758,rice
758,butter
758,milk
758,bread
758,beer
758,yogurt
759,pasta
759,tomato_sauce
759,milk
759,bananas
759,salsa
759,bread
760,bananas
760,eggs
761,milk
761,bananas
761,salsa
761,cereal
761,apples
762,eggs
762,chicken
763,pasta
763,butter
763,tomato_sauce
763,bananas
763,bread
763,apples
764,cereal
764,eggs
764,parmesan
764,coffee
765,pasta
765,tomato_sauce
765,chips
765,salsa
765,apples
766,chicken
766,tomato_sauce
766,diapers
766,salsa
766,soda
766,bread
766,parmesan
767,sugar
767,coffee
768,rice
768,butter
768,bananas
768,chips
768,bread
768,apples
769,wipes
769,eggs
769,coffee
770,butter
770,milk
770,soda
770,bread
770,beer
771,wipes
771,beer
771,apples
771,diapers
772,rice
772,chicken
772,pasta
772,tomato_sauce
772,milk
772,soda
772,salsa
772,apples
773,cereal
773,tomato_sauce
773,bread
773,sugar
774,chips
774,butter
774,eggs
775,beer
775,apples
776,bananas
776,apples
776,yogurt
777,pasta
777,wipes
777,tomato_sauce
777,milk
777,parmesan
777,beer
778,butter
778,apples
779,cheese
779,wipes
779,milk
779,soda
779,cereal
779,yogurt
780,butter
780,bananas
780,chips
780,salsa
780,bread
781,rice
781,cheese
781,tomato_sauce
781,parmesan
781,yogurt
782,bananas
782,butter
782,apples
782,yogurt
783,eggs
783,bread
783,soda
783,yogurt
784,tomato_sauce
784,milk
784,pasta
785,pasta
785,butter
785,eggs
785,salsa
785,bread
786,butter
786,soda
786,bread
786,parmesan
786,apples
787,chips
788,apples
788,yogurt
789,pasta
789,tomato_sauce
789,butter
789,milk
789,bananas
789,chips
789,salsa
789,soda
789,bread
789,beer
790,wipes
790,butter
790,milk
790,bread
790,cereal
791,apples
791,coffee
791,cheese
792,beer
792,yogurt
793,coffee
793,butter
793,tomato_sauce
793,eggs
793,soda
793,parmesan
794,chips
794,apples
794,pasta
795,milk
795,sugar
795,cereal
795,beer
795,apples
796,milk
796,cereal
796,beer
796,cheese
797,wipes
797,bananas
797,parmesan
797,chicken
798,wipes
798,parmesan
798,beer
798,diapers
799,rice
799,milk
799,apples
800,butter
800,chips
800,coffee
801,cheese
801,wipes
801,tomato_sauce
801,butter
801,diapers
801,sugar
801,soda
801,bread
801,parmesan
801,beer
801,yogurt
802,rice
802,chicken
802,cheese
803,butter
803,chips
803,beer
803,coffee
804,eggs
804,chicken
804,soda
805,chicken
805,cheese
805,butter
805,milk
805,cereal
805,apples
805,yogurt
806,rice
806,chicken
806,milk
806,chips
806,eggs
807,chips
807,salsa
807,cheese
808,butter
808,bread
809,milk
809,yogurt
810,eggs
810,rice
810,salsa
810,cheese
811,rice
811,coffee
811,wipes
811,sugar
811,salsa
811,cereal
811,yogurt
812,chips
812,milk
812,rice
813,coffee
813,milk
813,bananas
813,sugar
813,apples
814,bananas
815,apples
816,cereal
816,chicken
816,milk
816,coffee
817,sugar
817,milk
817,coffee
818,rice
818,chicken
818,pasta
818,tomato_sauce
818,butter
818,bananas
818,bread
818,parmesan
818,beer
818,apples
819,tomato_sauce
819,coffee
820,bananas
820,soda
820,yogurt
821,eggs
821,butter
821,bread
821,milk
822,milk
822,bananas
822,eggs
822,salsa
822,beer
823,chicken
823,sugar
823,beer
824,milk
824,eggs
824,cereal
825,parmesan
825,soda
826,rice
826,coffee
826,butter
826,milk
826,bread
826,yogurt
827,wipes
827,butter
827,milk
827,apples
828,cereal
828,coffee
828,cheese
829,coffee
829,pasta
829,butter
829,bananas
829,soda
829,bread
830,parmesan
830,cheese
830,tomato_sauce
830,chips
830,cereal
830,apples
831,butter
831,eggs
831,soda
831,bread
831,apples
831,yogurt
832,milk
832,beer
832,yogurt
833,rice
833,chicken
833,butter
833,chips
833,salsa
834,bananas
834,cereal
834,apples
834,milk
835,chicken
835,beer
835,apples
836,butter
836,bread
836,milk
836,coffee
837,pasta
837,butter
837,tomato_sauce
837,milk
837,eggs
837,chips
837,bread
837,cereal
838,apples
838,yogurt
839,yogurt
840,coffee
840,cheese
840,milk
840,eggs
840,sugar
840,soda
840,salsa
840,cereal
841,pasta
841,butter
841,tomato_sauce
841,bananas
841,eggs
841,bread
841,apples
842,chips
842,salsa
842,yogurt
843,rice
844,milk
844,rice
844,cereal
844,apples
845,pasta
845,butter
845,tomato_sauce
845,parmesan
845,apples
845,yogurt
846,coffee
846,wipes
846,milk
846,diapers
846,sugar
846,soda
846,parmesan
847,cheese
847,pasta
847,wipes
847,tomato_sauce
847,bread
847,parmesan
847,beer
848,eggs
848,butter
848,bread
848,beer
849,rice
849,wipes
849,diapers
849,bananas
849,beer
850,eggs
850,cereal
850,soda
851,coffee
851,pasta
851,tomato_sauce
851,bananas
851,sugar
851,apples
852,chicken
852,butter
852,tomato_sauce
852,soda
852,salsa
852,parmesan
852,beer
853,parmesan
853,rice
853,chicken
853,butter
853,tomato_sauce
853,bread
853,cereal
854,chips
854,salsa
854,pasta
855,rice
855,pasta
855,wipes
855,butter
855,milk
855,diapers
855,cereal
855,beer
856,tomato_sauce
856,parmesan
856,diapers
856,yogurt
857,rice
857,cheese
857,soda
858,tomato_sauce
858,eggs
858,milk
858,pasta
859,apples
859,chicken
859,soda
860,rice
860,eggs
860,soda
860,bread
860,beer
861,coffee
861,cheese
861,tomato_sauce
861,sugar
861,bread
862,butter
862,milk
862,chips
862,salsa
862,bread
862,cereal
863,pasta
863,tomato_sauce
863,bananas
863,eggs
863,parmesan
864,coffee
864,pasta
864,tomato_sauce
864,milk
864,sugar
864,soda
864,parmesan
864,apples
865,butter
865,milk
865,chips
865,salsa
865,cereal
866,cheese
866,pasta
866,tomato_sauce
866,soda
866,parmesan
867,cereal
867,milk
868,bananas
868,chicken
868,coffee
868,yogurt
869,wipes
869,diapers
869,beer
869,yogurt
870,bananas
870,apples
871,bananas
871,chips
871,salsa
872,rice
872,wipes
872,tomato_sauce
872,milk
872,diapers
873,bananas
873,eggs
873,sugar
873,coffee
874,coffee
874,wipes
874,butter
874,chips
874,eggs
874,soda
874,salsa
874,yogurt
875,butter
875,salsa
876,tomato_sauce
876,eggs
876,milk
876,pasta
877,eggs
877,milk
878,parmesan
878,tomato_sauce
878,milk
878,cheese
879,tomato_sauce
880,butter
880,bread
880,cheese
880,soda
881,rice
881,pasta
881,tomato_sauce
881,chips
881,soda
881,salsa
881,yogurt
882,butter
882,salsa
882,cheese
882,yogurt
883,coffee
883,tomato_sauce
883,sugar
883,beer
883,apples
884,coffee
884,butter
884,eggs
884,sugar
884,bread
885,butter
885,soda
886,coffee
886,cheese
886,butter
886,milk
886,bananas
886,eggs
886,soda
887,rice
887,chicken
887,cheese
887,butter
887,sugar
887,bread
888,bananas
888,salsa
888,milk
888,pasta
889,rice
889,milk
890,chicken
890,cheese
890,pasta
890,butter
890,tomato_sauce
890,salsa
890,bread
890,parmesan
891,butter
891,cereal
891,pasta
892,bread
893,wipes
893,bread
893,sugar
893,diapers
894,chicken
894,coffee
894,milk
894,salsa
894,apples
895,eggs
895,chips
895,bread
895,cheese
896,wipes
896,tomato_sauce
896,butter
896,diapers
896,soda
896,bread
896,parmesan
896,yogurt
897,butter
897,bread
897,cereal
897,soda
898,cheese
898,butter
898,bananas
898,bread
898,apples
899,wipes
899,pasta
899,salsa
899,yogurt
900,wipes
900,apples
901,butter
901,bananas
901,sugar
901,soda
901,bread
901,parmesan
901,apples
902,chips
902,rice
902,salsa
903,chips
903,apples
903,yogurt
904,chicken
904,coffee
904,eggs
904,sugar
904,yogurt
905,wipes
905,milk
905,diapers
906,cheese
907,butter
907,diapers
907,chips
907,salsa
907,bread
907,beer
907,yogurt
908,rice
908,chicken
908,cheese
908,butter
908,bread
908,apples
909,salsa
909,milk
909,soda
910,bananas
910,salsa
910,rice
911,cheese
911,butter
911,milk
911,bananas
911,soda
911,bread
911,cereal
911,beer
912,milk
912,coffee
912,soda
913,tomato_sauce
913,bread
913,parmesan
914,yogurt
915,rice
915,chicken
915,butter
915,milk
915,chips
915,soda
915,cereal
915,apples
915,yogurt
916,bananas
916,butter
917,eggs
917,butter
917,bread
917,soda
918,pasta
918,tomato_sauce
918,chips
918,eggs
918,salsa
918,parmesan
918,beer
919,parmesan
919,bread
919,sugar
919,yogurt
920,bananas
920,bread
920,milk
920,apples
921,butter
921,bread
922,salsa
923,rice
923,coffee
923,cheese
923,tomato_sauce
923,sugar
923,cereal
924,salsa
924,cereal
925,chips
925,salsa
926,tomato_sauce
926,chicken
926,coffee
927,cheese
927,pasta
927,wipes
927,butter
927,milk
927,diapers
927,chips
927,soda
927,bread
928,cheese
928,yogurt
929,butter
930,chicken
930,cheese
930,pasta
930,tomato_sauce
930,bananas
930,salsa
930,parmesan
931,eggs
931,milk
931,sugar
932,chicken
932,cheese
932,butter
932,milk
932,eggs
932,bread
932,apples
933,chicken
933,butter
933,milk
933,bananas
933,bread
933,apples
933,yogurt
934,rice
934,cheese
934,wipes
934,milk
934,eggs
934,soda
934,salsa
934,beer
934,yogurt
935,parmesan
935,coffee
935,milk
935,sugar
935,cereal
936,milk
936,tomato_sauce
936,cereal
937,eggs
937,apples
938,wipes
939,cheese
939,tomato_sauce
939,milk
939,diapers
939,bananas
940,coffee
940,pasta
940,butter
940,milk
940,eggs
940,sugar
940,bread
941,coffee
941,soda
941,pasta
942,rice
942,chicken
942,butter
942,milk
942,chips
942,eggs
942,sugar
942,salsa
942,apples
942,yogurt
943,eggs
943,milk
943,sugar
943,apples
944,chicken
944,wipes
944,chips
944,salsa
944,yogurt
945,cereal
945,bananas
945,milk
945,yogurt
946,chips
946,salsa
946,pasta
947,pasta
947,milk
947,bananas
947,sugar
947,bread
948,wipes
948,milk
948,diapers
949,eggs
949,yogurt
950,sugar
950,coffee
950,soda
951,chips
951,eggs
951,salsa
952,sugar
952,coffee
952,pasta
953,chicken
953,coffee
953,wipes
953,diapers
953,sugar
953,beer
954,cheese
954,pasta
954,butter
954,tomato_sauce
954,milk
954,sugar
954,bread
954,parmesan
954,apples
955,sugar
955,coffee
956,bananas
956,bread
957,eggs
957,milk
957,salsa
957,rice
958,milk
958,chips
958,salsa
958,cereal
958,apples
959,chicken
959,coffee
959,butter
959,bananas
959,chips
959,sugar
959,salsa
959,soda
959,bread
960,sugar
960,coffee
960,apples
961,eggs
961,butter
961,bread
961,milk
962,chicken
962,coffee
962,yogurt
963,chicken
963,cheese
964,rice
964,milk
964,chips
964,salsa
964,cereal
965,bananas
965,soda
966,butter
966,bread
966,milk
967,coffee
967,pasta
967,tomato_sauce
967,sugar
967,apples
968,wipes
968,soda
969,rice
969,milk
970,cheese
970,wipes
970,butter
970,diapers
970,beer
971,wipes
971,cheese
972,coffee
972,wipes
972,milk
972,diapers
972,eggs
972,sugar
972,cereal
972,beer
973,chicken
973,pasta
973,tomato_sauce
973,milk
973,bread
973,cereal
973,apples
974,cereal
974,tomato_sauce
974,milk
974,bananas
974,chips
974,sugar
974,salsa
974,parmesan
975,chicken
975,rice
975,sugar
976,tomato_sauce
976,milk
976,soda
976,salsa
976,parmesan
977,rice
977,chicken
977,milk
977,salsa
977,cereal
977,beer
978,bananas
978,rice
978,milk
979,milk
979,bananas
979,chips
979,bread
979,apples
980,bananas
980,eggs
980,milk
980,apples
981,rice
981,chicken
981,milk
981,cereal
981,apples
981,yogurt
982,bread
982,sugar
982,soda
982,yogurt
983,bananas
983,chips
983,yogurt
984,chicken
984,bread
984,milk
984,coffee
985,pasta
985,butter
985,bananas
985,bread
985,yogurt
986,bananas
986,apples
986,pasta
987,chips
987,bread
987,salsa
988,butter
988,cereal
988,coffee
988,sugar
989,coffee
989,milk
989,soda
989,cereal
989,beer
990,cheese
990,milk
990,bananas
990,eggs
990,apples
991,rice
991,cheese
991,pasta
991,bananas
991,apples
991,yogurt
992,cheese
992,butter
992,milk
992,chips
992,soda
992,salsa
993,parmesan
993,tomato_sauce
993,bread
993,sugar
994,butter
994,bread
994,soda
995,coffee
995,cheese
995,pasta
995,tomato_sauce
995,diapers
995,bananas
995,eggs
995,sugar
995,parmesan
995,beer
995,apples
996,butter
996,bread
996,soda
997,sugar
997,beer
997,apples
998,eggs
998,chips
998,sugar
998,salsa
998,bread
998,yogurt
999,butter
999,bread
999,milk
999,cheese
1000,cereal
1000,butter
1000,milk
1001,rice
1001,chicken
1001,coffee
1001,wipes
1001,butter
1001,milk
1001,chips
1001,sugar
1001,soda
1001,salsa
1001,cereal
1001,beer
1002,butter
1002,eggs
1002,beer
1003,butter
1003,bread
1003,milk
1003,rice
1004,parmesan
1004,tomato_sauce
1004,chicken
1004,coffee
1005,wipes
1005,bananas
1005,milk
1006,cereal
1006,eggs
1006,milk
1006,yogurt
1007,bananas
1007,chips
1007,cereal
1007,salsa
1008,rice
1008,chicken
1008,cheese
1008,tomato_sauce
1008,milk
1008,chips
1008,salsa
1009,eggs
1009,beer
1010,rice
1010,cheese
1010,wipes
1010,butter
1010,bananas
1010,eggs
1010,chips
1010,salsa
1010,bread
1010,apples
1010,yogurt
1011,rice
1011,cheese
1011,pasta
1011,bananas
1011,salsa
1012,rice
1012,coffee
1012,wipes
1012,tomato_sauce
1012,sugar
1012,yogurt
1013,coffee
1013,milk
1013,bananas
1013,soda
1013,yogurt
1014,butter
1014,milk
1014,tomato_sauce
1015,wipes
1015,bread
1015,milk
1015,coffee
1016,chips
1017,tomato_sauce
1017,salsa
1017,sugar
1018,rice
1018,chicken
1018,milk
1018,cereal
1018,apples
1019,tomato_sauce
1019,parmesan
1019,pasta
1020,butter
1021,bananas
1021,rice
1021,chicken
1021,beer
1022,milk
1022,chips
1022,cereal
1022,beer
1022,yogurt
1023,bread
1023,beer
1024,coffee
1024,pasta
1024,milk
1024,sugar
1024,cereal
1024,apples
1025,pasta
1025,wipes
1025,butter
1025,tomato_sauce
1025,bread
1025,parmesan
1025,beer
1025,yogurt
1026,bananas
1026,tomato_sauce
1026,cheese
1026,soda
1027,cheese
1027,pasta
1027,milk
1027,bananas
1027,eggs
1027,sugar
1027,yogurt
1028,chicken
1028,cheese
1028,eggs
1028,soda
1028,beer
1029,coffee
1029,wipes
1029,milk
1029,diapers
1029,sugar
1029,bread
1029,beer
1030,tomato_sauce
1030,parmesan
1031,yogurt
1032,coffee
1032,pasta
1032,tomato_sauce
1032,milk
1032,bread
1032,parmesan
1033,eggs
1033,sugar
1033,coffee
1033,apples
1034,bananas
1034,apples
1034,cheese
1035,rice
1035,bananas
1035,chips
1035,eggs
1035,yogurt
1036,rice
1036,cheese
1036,milk
1036,bananas
1036,sugar
1036,soda
1036,cereal
1036,apples
1036,yogurt
1037,bananas
1038,butter
1038,milk
1038,eggs
1038,chips
1038,soda
1038,bread
1039,wipes
1039,chips
1039,beer
1039,soda
1040,bananas
1040,sugar
1040,apples
1041,chicken
1042,eggs
1043,cheese
1043,butter
1043,bread
1043,apples
1043,yogurt
1044,coffee
1044,milk
1044,bananas
1044,chips
1044,salsa
1044,apples
1045,apples
1045,soda
1046,rice
1046,chicken
1046,pasta
1046,tomato_sauce
1046,eggs
1046,beer
1047,coffee
1047,milk
1047,chips
1047,sugar
1047,salsa
1047,apples
1048,butter
1048,coffee
1048,yogurt
1049,wipes
1049,butter
1049,bananas
1049,chips
1049,soda
1049,bread
1049,yogurt
1050,rice
1050,chicken
1051,chicken
1051,pasta
1051,wipes
1051,tomato_sauce
1051,milk
1051,chips
1051,salsa
1051,parmesan
1051,apples
1052,coffee
1052,butter
1052,milk
1052,sugar
1052,bread
1052,beer
1052,yogurt
1053,rice
1053,cheese
1054,cheese
1054,wipes
1054,milk
1054,diapers
1054,bananas
1054,beer
1055,cheese
1055,milk
1055,chips
1055,eggs
1055,salsa
1055,cereal
1055,apples
1056,tomato_sauce
1057,chicken
1057,butter
1057,bread
1057,sugar
1058,rice
1058,chicken
1058,cheese
1058,butter
1058,milk
1058,cereal
1058,beer
1058,apples
1059,rice
1059,cheese
1059,wipes
1059,butter
1059,diapers
1059,chips
1059,salsa
1059,beer
1060,sugar
1060,milk
1060,coffee
1060,apples
1061,bananas
1061,apples
1062,butter
1062,milk
1062,bananas
1062,chips
1062,eggs
