customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
cust10357,65,48.37,3115.31,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10358,6,80.46,500.05,One year,Fiber optic,Yes,Electronic check,3,0
cust10359,54,68.02,3752.62,Month-to-month,Fiber optic,No,Bank transfer,2,1
cust10360,61,60.78,3723.85,One year,DSL,No,Mailed check,2,0
cust10361,65,54.9,3553.63,Month-to-month,DSL,Yes,Bank transfer,1,0
cust10362,16,54.11,901.67,One year,Fiber optic,Yes,Credit card,0,1
cust10363,65,78.23,5076.29,Month-to-month,Fiber optic,No,Credit card,1,1
cust10364,8,52.53,446.31,Month-to-month,DSL,No,Electronic check,0,1
cust10365,37,54.36,2001.09,Month-to-month,DSL,No,Electronic check,0,0
cust10366,34,81.91,2828.0,Month-to-month,Fiber optic,No,Electronic check,2,0
cust10367,23,92.95,2068.14,Month-to-month,Fiber optic,No,Credit card,2,1
cust10368,1,54.97,4.29,Month-to-month,DSL,No,Credit card,1,0
cust10369,56,75.27,4144.67,Month-to-month,Fiber optic,Yes,Credit card,2,0
cust10370,24,38.78,927.9,Month-to-month,No,Yes,Electronic check,2,0
cust10371,48,76.91,3615.2,Two year,DSL,No,Credit card,3,0
cust10372,29,35.98,1008.83,Month-to-month,No,Yes,Mailed check,0,0
cust10373,27,52.47,1361.31,Two year,DSL,No,Credit card,3,1
cust10374,64,80.19,5206.14,Two year,Fiber optic,No,Mailed check,0,0
cust10375,6,78.07,418.89,Month-to-month,Fiber optic,No,Electronic check,0,0
cust10376,53,50.22,2597.33,One year,DSL,Yes,Electronic check,1,0
cust10377,54,50.98,2765.34,Two year,No,No,Credit card,2,1
cust10378,27,66.01,1866.61,One year,Fiber optic,Yes,Mailed check,1,0
cust10379,19,38.86,732.54,Month-to-month,No,No,Mailed check,0,0
cust10380,0,48.49,0.0,Month-to-month,DSL,Yes,Mailed check,1,1
cust10381,68,18.0,1288.54,Month-to-month,No,No,Mailed check,0,0
cust10382,69,22.74,1612.97,Month-to-month,No,No,Credit card,0,0
cust10383,17,68.44,1184.75,Two year,Fiber optic,Yes,Electronic check,0,0
cust10384,2,56.93,84.74,Two year,DSL,Yes,Electronic check,2,0
cust10385,8,76.1,631.6,Month-to-month,Fiber optic,No,Credit card,1,1
cust10386,4,62.74,182.92,One year,Fiber optic,Yes,Mailed check,1,0
cust10387,60,42.65,2527.82,Month-to-month,No,Yes,Electronic check,1,1
cust10388,65,88.08,5796.77,Two year,Fiber optic,No,Electronic check,1,1
cust10389,11,69.03,824.43,Month-to-month,DSL,No,Electronic check,1,0
cust10390,54,52.84,2875.23,Two year,DSL,No,Electronic check,1,1
cust10391,13,74.57,872.94,Two year,Fiber optic,Yes,Electronic check,2,0
cust10392,26,33.44,809.03,Month-to-month,No,No,Electronic check,0,1
cust10393,43,43.07,1818.04,Month-to-month,DSL,No,Bank transfer,1,1
cust10394,52,76.56,3972.54,Two year,Fiber optic,No,Credit card,1,0
cust10395,63,22.89,1379.55,Month-to-month,No,No,Credit card,1,0
cust10396,3,32.47,85.09,Month-to-month,DSL,Yes,Mailed check,0,1
cust10397,14,51.53,809.78,Two year,DSL,Yes,Electronic check,1,0
cust10398,20,69.71,1414.24,One year,Fiber optic,No,Credit card,0,0
cust10399,22,72.09,1596.92,Month-to-month,Fiber optic,Yes,Bank transfer,3,1
cust10400,72,54.37,3863.76,Month-to-month,DSL,No,Mailed check,2,0
cust10401,56,40.27,2173.17,Month-to-month,No,Yes,Electronic check,0,1
cust10402,23,64.81,1429.22,Two year,Fiber optic,Yes,Electronic check,3,0
cust10403,70,20.96,1383.23,Month-to-month,No,Yes,Mailed check,3,1
cust10404,36,18.0,651.75,Month-to-month,No,No,Mailed check,0,1
cust10405,36,18.0,667.19,Month-to-month,No,No,Electronic check,2,0
cust10406,31,67.87,2055.71,Two year,Fiber optic,Yes,Credit card,3,0
cust10407,10,47.64,483.8,Month-to-month,DSL,Yes,Bank transfer,1,1
cust10408,68,82.03,5651.49,Two year,Fiber optic,Yes,Bank transfer,2,0
cust10409,1,53.85,151.73,One year,DSL,No,Electronic check,1,0
cust10410,12,62.32,786.36,Two year,Fiber optic,Yes,Bank transfer,1,0
cust10411,16,65.53,1039.74,Two year,DSL,No,Bank transfer,0,0
cust10412,20,86.33,1763.51,Two year,Fiber optic,Yes,Electronic check,1,0
cust10413,9,39.19,420.3,Two year,DSL,Yes,Bank transfer,2,1
cust10414,1,64.69,0.0,Month-to-month,DSL,No,Bank transfer,0,1
cust10415,49,53.92,2716.18,One year,DSL,No,Credit card,2,1
cust10416,70,73.12,5091.17,Month-to-month,Fiber optic,Yes,Electronic check,2,1
cust10417,8,79.3,607.65,Month-to-month,Fiber optic,No,Credit card,2,1
cust10418,21,49.69,1025.74,Two year,DSL,Yes,Mailed check,1,0
cust10419,36,31.54,1151.44,Two year,No,Yes,Electronic check,0,0
cust10420,67,27.25,1770.19,One year,No,Yes,Electronic check,0,0
cust10421,50,45.95,2283.26,Month-to-month,DSL,No,Electronic check,3,1
cust10422,55,50.69,2814.21,Month-to-month,Fiber optic,No,Electronic check,2,0
cust10423,42,81.33,3426.79,Month-to-month,Fiber optic,Yes,Mailed check,0,1
cust10424,30,45.52,1384.64,Month-to-month,DSL,No,Bank transfer,1,1
cust10425,14,84.34,1164.56,Month-to-month,Fiber optic,No,Electronic check,2,0
cust10426,63,55.78,3548.83,Month-to-month,DSL,No,Credit card,3,1
cust10427,58,20.83,1260.96,Month-to-month,No,No,Electronic check,2,1
cust10428,1,37.28,87.1,One year,No,No,Bank transfer,1,0
cust10429,52,27.46,1449.3,Month-to-month,No,No,Credit card,1,1
cust10430,6,76.96,508.7,Two year,Fiber optic,Yes,Credit card,0,1
cust10431,53,73.34,3930.57,One year,Fiber optic,No,Bank transfer,1,0
cust10432,60,45.2,2845.83,Month-to-month,No,No,Bank transfer,0,0
cust10433,9,41.44,433.86,Month-to-month,DSL,No,Electronic check,1,0
cust10434,31,46.13,1425.59,Month-to-month,DSL,No,Electronic check,0,1
cust10435,9,60.15,495.77,Two year,Fiber optic,Yes,Mailed check,2,0
cust10436,41,58.72,2394.46,Month-to-month,DSL,No,Electronic check,2,0
cust10437,67,43.01,2865.08,Month-to-month,DSL,Yes,Mailed check,0,1
cust10438,5,44.36,247.37,Two year,DSL,No,Electronic check,2,0
cust10439,29,68.8,1960.19,Two year,Fiber optic,Yes,Credit card,0,0
cust10440,71,50.75,3662.86,Month-to-month,DSL,Yes,Credit card,0,0
cust10441,21,34.99,665.31,Month-to-month,DSL,No,Credit card,0,1
cust10442,9,23.08,126.09,Month-to-month,DSL,No,Bank transfer,4,1
cust10443,35,80.49,2810.39,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10444,37,18.0,623.87,Month-to-month,No,No,Electronic check,1,0
cust10445,48,60.25,2829.09,One year,DSL,Yes,Bank transfer,1,0
cust10446,22,93.7,2029.55,Two year,Fiber optic,No,Bank transfer,0,1
cust10447,69,73.03,5001.0,Month-to-month,Fiber optic,Yes,Mailed check,1,1
cust10448,38,65.59,2492.93,One year,DSL,No,Mailed check,1,0
cust10449,20,24.71,463.18,Month-to-month,No,No,Mailed check,1,1
cust10450,70,94.19,6566.34,Two year,Fiber optic,Yes,Electronic check,2,0
cust10451,67,69.53,4658.27,One year,Fiber optic,No,Electronic check,0,0
cust10452,36,21.62,829.03,Two year,DSL,No,Mailed check,1,0
cust10453,1,49.04,122.58,Two year,DSL,Yes,Bank transfer,2,0
cust10454,43,45.5,1963.89,Month-to-month,No,No,Credit card,1,0
cust10455,40,81.42,3268.08,Month-to-month,Fiber optic,No,Mailed check,1,0
cust10456,10,18.82,179.04,Month-to-month,No,Yes,Bank transfer,0,1
cust10457,46,28.95,1355.76,Month-to-month,No,No,Credit card,1,0
cust10458,61,61.65,3780.16,Two year,DSL,Yes,Electronic check,2,0
cust10459,7,73.97,584.08,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
cust10460,52,106.52,5444.6,One year,Fiber optic,No,Mailed check,0,1
cust10461,10,68.79,676.18,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
cust10462,54,62.03,3366.58,Month-to-month,DSL,Yes,Electronic check,0,0
cust10463,30,59.14,1772.89,Month-to-month,DSL,No,Credit card,1,1
cust10464,0,66.6,0.0,One year,Fiber optic,Yes,Credit card,3,0
cust10465,70,69.91,4828.73,One year,Fiber optic,No,Electronic check,1,0
cust10466,12,87.22,1086.96,Month-to-month,Fiber optic,No,Electronic check,4,1
cust10467,43,51.74,2186.97,Month-to-month,DSL,Yes,Electronic check,1,1
cust10468,13,54.06,615.03,One year,DSL,No,Credit card,2,0
cust10469,68,18.0,1266.83,Month-to-month,No,Yes,Bank transfer,1,0
cust10470,53,82.87,4415.06,Two year,Fiber optic,No,Electronic check,1,0
cust10471,58,78.45,4544.31,Month-to-month,Fiber optic,Yes,Credit card,2,0
cust10472,31,74.23,2255.4,Month-to-month,Fiber optic,No,Mailed check,0,1
cust10473,34,79.33,2691.55,Month-to-month,Fiber optic,Yes,Mailed check,1,1
cust10474,46,70.09,3284.92,Month-to-month,Fiber optic,No,Mailed check,1,1
cust10475,57,67.9,3789.57,Month-to-month,Fiber optic,Yes,Mailed check,0,0
cust10476,61,22.1,1269.9,Month-to-month,No,Yes,Mailed check,1,0
cust10477,1,19.43,0.0,Two year,No,No,Electronic check,4,1
cust10478,48,51.17,2454.83,Month-to-month,No,No,Mailed check,2,0
cust10479,7,85.94,576.77,Month-to-month,Fiber optic,No,Credit card,1,1
cust10480,21,63.38,1363.12,Month-to-month,Fiber optic,Yes,Mailed check,0,1
cust10481,60,99.44,6020.84,Month-to-month,Fiber optic,Yes,Credit card,2,0
cust10482,18,19.81,370.52,One year,No,Yes,Bank transfer,1,0
cust10483,58,75.35,4398.32,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
cust10484,33,85.77,2844.01,One year,Fiber optic,No,Electronic check,2,0
cust10485,16,51.36,822.24,Month-to-month,Fiber optic,No,Credit card,0,1
cust10486,24,72.16,1667.16,Two year,Fiber optic,No,Electronic check,0,0
cust10487,38,68.12,2537.16,Month-to-month,Fiber optic,Yes,Electronic check,4,1
cust10488,55,52.46,2817.75,Two year,DSL,No,Electronic check,0,0
cust10489,44,79.44,3487.93,Month-to-month,Fiber optic,No,Electronic check,2,1
cust10490,68,74.07,5048.37,Month-to-month,Fiber optic,Yes,Credit card,0,1
cust10491,63,48.52,2984.3,Two year,DSL,No,Credit card,3,0
cust10492,54,37.78,2043.75,One year,No,Yes,Bank transfer,1,0
cust10493,44,78.62,3415.52,One year,Fiber optic,Yes,Electronic check,0,0
cust10494,21,50.5,1007.04,Month-to-month,DSL,No,Credit card,5,1
cust10495,30,26.77,771.83,One year,No,Yes,Bank transfer,2,0
cust10496,8,97.03,720.22,Two year,Fiber optic,No,Electronic check,1,1
cust10497,27,77.07,2111.22,One year,Fiber optic,Yes,Mailed check,0,0
cust10498,67,68.83,4603.21,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
cust10499,31,18.0,598.76,One year,No,Yes,Electronic check,0,0
cust10500,8,57.79,440.15,One year,Fiber optic,Yes,Mailed check,2,1
cust10501,47,69.4,3241.52,Two year,Fiber optic,No,Bank transfer,1,0
cust10502,70,48.7,3502.67,Month-to-month,DSL,Yes,Electronic check,0,1
cust10503,63,68.33,4223.64,Month-to-month,Fiber optic,No,Mailed check,0,1
cust10504,20,79.21,1648.42,Two year,Fiber optic,No,Mailed check,0,0
cust10505,33,68.18,2332.67,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
cust10506,38,64.03,2471.43,One year,Fiber optic,Yes,Credit card,0,1
cust10507,18,32.35,565.78,Month-to-month,No,No,Credit card,1,1
cust10508,19,91.43,1808.52,Month-to-month,Fiber optic,No,Bank transfer,1,1
cust10509,17,36.71,607.98,One year,DSL,No,Bank transfer,2,0
cust10510,72,27.92,1974.95,Month-to-month,No,Yes,Bank transfer,2,1
cust10511,54,52.14,2796.15,Month-to-month,Fiber optic,No,Mailed check,0,0
cust10512,61,18.0,1069.49,One year,No,No,Electronic check,2,1
cust10513,59,18.0,1014.67,One year,No,Yes,Bank transfer,0,0
cust10514,70,38.62,2758.9,Two year,No,Yes,Bank transfer,0,0
cust10515,7,65.66,420.95,Month-to-month,Fiber optic,No,Mailed check,1,1
cust10516,64,65.21,4171.96,Month-to-month,Fiber optic,Yes,Credit card,0,0
cust10517,4,50.43,129.53,Two year,DSL,Yes,Bank transfer,2,1
cust10518,34,75.45,2566.84,Month-to-month,Fiber optic,Yes,Mailed check,0,1
cust10519,43,65.58,2762.14,Month-to-month,Fiber optic,No,Electronic check,1,0
cust10520,26,98.83,2510.56,Month-to-month,Fiber optic,No,Electronic check,2,0
cust10521,10,21.82,212.74,Month-to-month,No,Yes,Mailed check,1,1
cust10522,14,51.36,771.89,Two year,DSL,No,Mailed check,1,0
cust10523,60,70.18,4232.82,One year,Fiber optic,No,Electronic check,1,0
cust10524,23,80.28,1871.9,One year,Fiber optic,Yes,Electronic check,1,0
cust10525,22,89.82,1969.54,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10526,67,69.96,4670.54,Month-to-month,DSL,Yes,Credit card,1,0
cust10527,10,40.85,448.06,Month-to-month,DSL,Yes,Bank transfer,4,1
cust10528,66,38.21,2493.7,Month-to-month,No,No,Mailed check,1,1
cust10529,67,81.6,5508.92,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10530,43,61.69,2714.47,Month-to-month,DSL,Yes,Electronic check,0,1
cust10531,12,48.9,544.73,Month-to-month,DSL,No,Electronic check,1,0
cust10532,11,72.76,765.64,One year,Fiber optic,No,Mailed check,1,0
cust10533,20,61.23,1197.32,One year,DSL,Yes,Electronic check,3,0
cust10534,42,86.46,3557.97,Month-to-month,Fiber optic,No,Electronic check,0,1
cust10535,11,93.79,1008.22,Month-to-month,Fiber optic,No,Credit card,0,0
cust10536,33,52.38,1793.61,One year,DSL,Yes,Mailed check,0,0
cust10537,8,73.72,537.48,One year,Fiber optic,No,Credit card,1,1
cust10538,39,20.48,864.98,Two year,DSL,Yes,Electronic check,0,0
cust10539,1,30.66,8.99,Month-to-month,DSL,Yes,Electronic check,0,1
cust10540,51,20.27,1139.47,Two year,No,No,Credit card,1,0
cust10541,4,61.79,213.07,Month-to-month,Fiber optic,No,Mailed check,1,1
cust10542,14,34.77,479.58,Month-to-month,No,No,Bank transfer,0,0
cust10543,12,34.28,365.85,Month-to-month,DSL,No,Credit card,1,1
cust10544,60,43.98,2604.41,Month-to-month,DSL,No,Bank transfer,3,0
cust10545,3,69.46,275.29,Month-to-month,Fiber optic,Yes,Electronic check,2,1
cust10546,31,89.46,2796.99,Month-to-month,Fiber optic,No,Mailed check,2,0
cust10547,43,18.0,825.44,One year,No,No,Electronic check,0,0
cust10548,37,55.43,1985.13,Month-to-month,DSL,No,Electronic check,0,1
cust10549,49,27.35,1372.89,Month-to-month,No,No,Electronic check,1,1
cust10550,58,35.84,2030.15,Month-to-month,No,Yes,Credit card,1,0
cust10551,28,85.2,2318.73,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
cust10552,60,49.6,2987.94,Month-to-month,DSL,Yes,Electronic check,1,0
cust10553,23,54.64,1268.15,Month-to-month,Fiber optic,Yes,Electronic check,0,0
cust10554,71,47.22,3355.29,Month-to-month,DSL,No,Bank transfer,3,1
cust10555,36,74.76,2727.24,One year,Fiber optic,No,Credit card,3,0
cust10556,53,78.43,4200.47,Two year,Fiber optic,Yes,Electronic check,0,0
cust10557,63,18.0,1207.49,Month-to-month,No,Yes,Electronic check,0,0
cust10558,57,88.69,4995.81,One year,Fiber optic,No,Credit card,1,0
cust10559,62,75.16,4735.02,Two year,Fiber optic,Yes,Credit card,1,0
cust10560,39,63.95,2588.17,Two year,Fiber optic,No,Credit card,0,0
cust10561,3,69.5,190.19,One year,Fiber optic,Yes,Electronic check,1,0
cust10562,35,48.14,1601.48,Two year,No,Yes,Electronic check,1,0
cust10563,13,57.97,684.44,Two year,DSL,Yes,Mailed check,1,0
cust10564,64,37.58,2382.03,One year,No,No,Electronic check,0,0
cust10565,17,18.0,406.71,Month-to-month,No,Yes,Credit card,0,1
cust10566,16,18.0,288.85,Month-to-month,No,No,Electronic check,0,1
cust10567,18,66.82,1171.9,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
cust10568,46,27.21,1217.39,Month-to-month,No,Yes,Credit card,1,1
cust10569,41,47.91,1898.17,Month-to-month,DSL,No,Credit card,1,1
cust10570,69,69.13,4813.7,Month-to-month,Fiber optic,Yes,Bank transfer,4,0
cust10571,30,45.63,1364.3,One year,DSL,Yes,Credit card,1,0
cust10572,20,40.47,914.39,One year,DSL,No,Electronic check,2,0
cust10573,3,72.84,249.93,Two year,Fiber optic,No,Mailed check,3,1
cust10574,0,63.36,41.5,Month-to-month,DSL,Yes,Electronic check,0,1
cust10575,27,56.84,1522.57,Month-to-month,Fiber optic,Yes,Credit card,0,0
cust10576,67,29.16,1899.17,One year,No,No,Credit card,1,0
cust10577,38,66.56,2485.6,Two year,DSL,No,Electronic check,0,0
cust10578,65,72.8,4663.54,Two year,Fiber optic,No,Electronic check,1,0
cust10579,7,43.65,351.07,Two year,DSL,No,Mailed check,3,0
cust10580,6,86.09,497.29,Two year,Fiber optic,No,Electronic check,0,0
cust10581,60,63.19,3839.03,Month-to-month,Fiber optic,Yes,Credit card,0,0
cust10582,7,74.73,529.91,Month-to-month,Fiber optic,Yes,Electronic check,2,0
cust10583,3,62.52,172.92,Month-to-month,Fiber optic,No,Credit card,3,1
cust10584,29,18.0,463.52,One year,No,No,Bank transfer,1,0
cust10585,67,23.18,1568.14,Two year,No,No,Mailed check,0,1
cust10586,50,59.84,2981.07,Month-to-month,Fiber optic,No,Electronic check,3,1
cust10587,7,74.86,569.13,One year,Fiber optic,Yes,Credit card,1,0
cust10588,61,88.38,5355.41,Month-to-month,Fiber optic,No,Bank transfer,1,1
cust10589,61,72.25,4438.06,Month-to-month,DSL,No,Mailed check,0,1
cust10590,58,26.12,1597.0,Month-to-month,No,No,Mailed check,2,1
cust10591,65,62.23,4058.58,Month-to-month,DSL,No,Credit card,2,0
cust10592,17,29.79,545.69,Two year,No,No,Credit card,2,0
cust10593,71,45.4,3251.99,Month-to-month,DSL,Yes,Credit card,2,1
cust10594,23,26.9,713.6,Two year,DSL,No,Bank transfer,0,0
cust10595,58,44.52,2600.74,One year,No,No,Credit card,1,0
cust10596,42,18.0,791.0,Month-to-month,No,No,Electronic check,0,1
cust10597,56,41.59,2327.23,Month-to-month,No,No,Bank transfer,1,1
cust10598,45,31.44,1376.08,Two year,No,No,Mailed check,3,0
cust10599,46,63.29,2850.93,Month-to-month,Fiber optic,No,Bank transfer,2,1
cust10600,44,53.74,2427.91,Two year,DSL,No,Credit card,2,0
cust10601,56,75.59,4182.62,Month-to-month,DSL,Yes,Credit card,1,0
cust10602,53,93.43,4989.08,One year,Fiber optic,No,Mailed check,0,1
cust10603,9,43.85,415.45,Two year,DSL,No,Bank transfer,0,1
cust10604,60,18.0,1125.89,Month-to-month,No,No,Credit card,0,1
cust10605,39,51.2,1971.06,Month-to-month,DSL,No,Credit card,2,0
cust10606,23,48.01,1064.69,Two year,DSL,Yes,Bank transfer,2,0
cust10607,37,64.4,2401.72,Month-to-month,DSL,No,Electronic check,0,1
cust10608,70,58.88,4106.98,Month-to-month,DSL,No,Electronic check,3,1
cust10609,62,29.69,1779.23,Month-to-month,DSL,No,Credit card,3,0
cust10610,60,80.5,4926.93,Month-to-month,Fiber optic,Yes,Bank transfer,3,1
cust10611,33,47.85,1539.48,One year,DSL,No,Bank transfer,1,0
cust10612,57,75.45,4250.97,One year,Fiber optic,Yes,Bank transfer,1,1
cust10613,28,27.99,771.61,Month-to-month,No,No,Mailed check,1,0
cust10614,50,89.38,4531.64,Two year,Fiber optic,No,Mailed check,2,1
cust10615,46,86.73,3881.24,Month-to-month,Fiber optic,Yes,Credit card,2,0
cust10616,18,66.0,1246.49,Month-to-month,Fiber optic,No,Electronic check,3,1
cust10617,19,49.3,891.13,One year,DSL,No,Bank transfer,1,0
cust10618,4,44.62,191.71,Two year,DSL,No,Bank transfer,0,0
cust10619,10,18.0,146.2,Month-to-month,No,Yes,Credit card,2,0
cust10620,31,73.69,2383.99,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10621,34,72.14,2458.99,Month-to-month,DSL,Yes,Bank transfer,0,0
cust10622,12,54.46,618.12,Two year,Fiber optic,No,Electronic check,0,0
cust10623,30,24.71,726.25,Month-to-month,No,No,Electronic check,0,0
cust10624,44,74.33,3275.0,Month-to-month,Fiber optic,Yes,Mailed check,3,1
cust10625,16,78.45,1264.08,One year,Fiber optic,No,Electronic check,1,0
cust10626,24,18.0,453.94,Month-to-month,No,No,Credit card,2,1
cust10627,26,57.9,1505.33,Month-to-month,Fiber optic,No,Credit card,2,1
cust10628,36,58.46,2035.7,Month-to-month,Fiber optic,Yes,Electronic check,2,0
cust10629,26,65.97,1698.21,Month-to-month,DSL,Yes,Credit card,0,0
cust10630,53,38.21,2055.46,Month-to-month,DSL,No,Mailed check,3,0
cust10631,23,19.01,403.74,Two year,No,Yes,Bank transfer,1,1
cust10632,31,100.26,3141.7,One year,Fiber optic,No,Credit card,0,1
cust10633,27,66.19,1788.72,One year,Fiber optic,Yes,Bank transfer,2,0
cust10634,13,79.11,1017.54,Two year,Fiber optic,Yes,Electronic check,1,0
cust10635,50,62.77,3198.21,Month-to-month,DSL,No,Electronic check,1,0
cust10636,17,37.19,545.32,Month-to-month,No,Yes,Mailed check,0,1
cust10637,21,34.02,680.65,Two year,DSL,No,Credit card,0,0
cust10638,57,18.0,1087.62,Month-to-month,No,Yes,Bank transfer,3,1
cust10639,69,78.63,5516.97,One year,Fiber optic,No,Mailed check,1,0
cust10640,48,73.15,3625.5,One year,DSL,Yes,Electronic check,0,0
cust10641,66,40.86,2699.28,Month-to-month,DSL,No,Credit card,1,0
cust10642,62,19.08,1205.85,Month-to-month,No,No,Electronic check,2,0
cust10643,35,55.03,1966.92,Month-to-month,DSL,Yes,Bank transfer,0,1
cust10644,56,57.44,3280.39,Month-to-month,DSL,No,Bank transfer,1,1
cust10645,23,83.16,1928.33,Month-to-month,Fiber optic,Yes,Electronic check,0,1
cust10646,33,64.84,2186.03,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10647,39,68.62,2699.17,One year,Fiber optic,Yes,Mailed check,1,0
cust10648,70,52.59,3707.41,Two year,DSL,No,Electronic check,0,0
cust10649,61,40.15,2403.23,Two year,No,Yes,Bank transfer,2,0
cust10650,35,47.14,1633.44,Month-to-month,DSL,No,Credit card,0,1
cust10651,47,49.73,2311.17,Month-to-month,DSL,No,Electronic check,1,0
cust10652,14,37.69,468.22,Month-to-month,DSL,No,Mailed check,1,0
cust10653,58,72.36,4114.3,Month-to-month,DSL,Yes,Electronic check,1,1
cust10654,40,51.85,2052.82,Two year,DSL,Yes,Electronic check,3,0
cust10655,38,62.93,2378.15,Month-to-month,DSL,Yes,Bank transfer,2,1
cust10656,55,50.36,2775.05,Month-to-month,DSL,No,Credit card,1,1
cust10657,46,76.02,3524.71,Two year,Fiber optic,No,Bank transfer,1,0
cust10658,5,18.0,99.41,Month-to-month,No,Yes,Electronic check,0,1
cust10659,21,24.19,495.14,Month-to-month,DSL,No,Bank transfer,0,0
cust10660,12,65.02,734.48,Month-to-month,DSL,No,Mailed check,3,1
cust10661,53,25.94,1418.67,One year,No,Yes,Credit card,1,0
cust10662,2,27.48,49.87,One year,No,No,Bank transfer,1,0
cust10663,14,60.01,818.45,Month-to-month,Fiber optic,Yes,Credit card,1,1
cust10664,43,39.16,1674.56,Two year,DSL,Yes,Electronic check,2,0
cust10665,50,87.75,4350.86,Two year,Fiber optic,No,Mailed check,1,1
cust10666,36,70.88,2525.15,Two year,DSL,Yes,Bank transfer,2,1
cust10667,62,42.54,2609.36,Month-to-month,DSL,No,Mailed check,1,1
cust10668,67,83.06,5550.65,Month-to-month,Fiber optic,No,Bank transfer,0,1
cust10669,9,77.28,728.31,Two year,Fiber optic,No,Mailed check,3,1
cust10670,69,73.55,5095.31,Month-to-month,Fiber optic,No,Credit card,0,0
cust10671,44,97.22,4355.02,One year,Fiber optic,No,Electronic check,1,0
cust10672,46,44.56,2110.35,One year,DSL,Yes,Credit card,0,0
cust10673,6,64.89,487.16,Month-to-month,DSL,No,Mailed check,2,0
cust10674,45,79.58,3609.06,One year,Fiber optic,No,Mailed check,2,0
cust10675,52,24.8,1316.76,Two year,No,No,Mailed check,1,0
cust10676,42,66.46,2766.95,One year,DSL,Yes,Electronic check,0,1
cust10677,6,78.48,512.18,Month-to-month,Fiber optic,No,Credit card,2,0
cust10678,38,48.84,1823.11,Two year,DSL,No,Credit card,2,0
cust10679,68,66.55,4451.88,Month-to-month,DSL,Yes,Credit card,2,1
cust10680,52,89.99,4755.8,One year,Fiber optic,No,Credit card,3,1
cust10681,10,64.42,581.74,Two year,DSL,Yes,Bank transfer,0,0
cust10682,70,28.35,2006.44,One year,Fiber optic,Yes,Mailed check,0,0
cust10683,69,80.28,5495.3,Month-to-month,Fiber optic,No,Credit card,3,0
cust10684,12,52.55,686.93,Month-to-month,DSL,No,Electronic check,0,0
cust10685,58,49.58,2938.79,Month-to-month,DSL,Yes,Credit card,0,1
cust10686,29,57.32,1688.74,Month-to-month,DSL,Yes,Mailed check,3,0
cust10687,43,28.13,1271.91,Month-to-month,No,Yes,Bank transfer,2,1
cust10688,32,83.13,2660.53,One year,Fiber optic,No,Mailed check,0,0
cust10689,57,71.78,4203.17,Month-to-month,Fiber optic,No,Mailed check,4,1
cust10690,72,67.98,4931.87,One year,DSL,No,Electronic check,0,0
cust10691,58,84.35,4847.27,Two year,Fiber optic,Yes,Mailed check,2,0
cust10692,67,56.51,3789.65,Month-to-month,DSL,No,Mailed check,2,0
cust10693,69,80.92,5575.85,One year,Fiber optic,No,Electronic check,2,0
cust10694,6,88.89,520.82,One year,Fiber optic,No,Electronic check,1,1
cust10695,18,87.26,1487.82,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
cust10696,52,48.65,2549.14,Month-to-month,DSL,Yes,Electronic check,1,0
cust10697,43,61.88,2591.55,One year,DSL,No,Credit card,4,1
cust10698,3,52.09,30.0,Two year,DSL,No,Electronic check,0,1
cust10699,6,98.0,570.8,One year,Fiber optic,Yes,Bank transfer,1,0
cust10700,37,38.17,1374.5,Two year,No,No,Electronic check,2,0
cust10701,44,42.49,1826.48,Two year,DSL,Yes,Mailed check,1,0
cust10702,12,102.97,1080.49,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
cust10703,12,49.78,554.82,One year,Fiber optic,No,Bank transfer,1,0
cust10704,9,57.65,510.17,Month-to-month,DSL,No,Mailed check,2,0
cust10705,41,41.65,1675.94,Two year,DSL,No,Mailed check,0,0
cust10706,0,72.59,19.37,Month-to-month,DSL,No,Electronic check,2,1
cust10707,41,78.03,3268.86,Month-to-month,Fiber optic,No,Mailed check,2,0
cust10708,34,65.47,2251.8,Two year,Fiber optic,Yes,Mailed check,1,0
cust10709,34,71.8,2492.52,Month-to-month,Fiber optic,No,Bank transfer,0,1
cust10710,49,18.0,937.46,One year,No,No,Mailed check,1,0
cust10711,38,71.33,2659.6,Month-to-month,Fiber optic,No,Bank transfer,2,0
cust10712,53,21.06,1138.14,Two year,No,No,Mailed check,1,0
cust10713,55,65.99,3679.21,Two year,Fiber optic,No,Electronic check,3,0
cust10714,67,28.24,1870.28,Month-to-month,No,Yes,Electronic check,0,0
cust10715,58,29.69,1682.49,One year,No,Yes,Electronic check,0,0
