transaction_id,amount_usd,hour_of_day,account_age_days,transactions_last_hour,distance_from_home_km,is_anomaly
tx100592,38.21,15,1658.0,3,0.52,0
tx100593,48.46,16,1799.0,1,33.75,0
tx100594,28.02,20,1996.0,0,8.35,0
tx100595,24.08,15,1422.0,2,4.39,0
tx100596,18.4,9,1116.0,2,1.04,0
tx100597,37.87,19,1204.0,0,1.15,0
tx100598,53.75,0,621.0,0,5.91,0
tx100599,46.43,12,1075.0,1,2.41,0
tx100600,52.91,1,310.0,3,0.8,0
tx100601,26.76,4,968.0,1,3.49,0
tx100602,25.69,15,598.0,3,2.22,0
tx100603,73.77,14,776.0,1,4.18,0
tx100604,25.6,11,1249.0,1,0.81,0
tx100605,40.15,23,1562.0,1,2.23,0
tx100606,39.75,16,101.0,0,2.9,0
tx100607,41.94,12,969.0,0,5.35,0
tx100608,11.65,17,1007.0,1,7.53,0
tx100609,1406.3,1,5.0,11,35.75,1
tx100610,61.78,8,1684.0,2,14.96,0
tx100611,4.74,9,832.0,0,0.26,0
tx100612,28.17,15,1407.0,2,0.54,0
tx100613,33.74,5,1647.0,3,1.89,0
tx100614,34.1,23,1520.0,3,3.33,0
tx100615,14.44,20,314.0,1,10.17,0
tx100616,119.07,12,279.0,0,0.32,0
tx100617,88.11,23,1668.0,0,10.02,0
tx100618,16.86,21,1706.0,1,7.41,0
tx100619,13.55,13,1871.0,2,5.29,0
tx100620,33.86,12,827.0,1,3.54,0
tx100621,53.5,10,62.0,1,4.87,0
tx100622,21.93,8,195.0,0,2.53,0
tx100623,17.31,9,1233.0,0,9.55,0
tx100624,64.2,23,58.0,0,5.17,0
tx100625,32.88,13,1590.0,1,1.68,0
tx100626,40.42,19,1393.0,0,0.4,0
tx100627,11.7,18,1657.0,0,4.22,0
tx100628,40.09,20,1275.0,1,5.28,0
tx100629,66.51,20,630.0,0,14.8,0
tx100630,18.56,19,1447.0,0,1.3,0
tx100631,34.64,20,1459.0,3,1.66,0
tx100632,15.84,4,1944.0,1,0.27,0
tx100633,38.07,15,1345.0,0,5.47,0
tx100634,29.39,20,1598.0,0,11.81,0
tx100635,26.54,23,617.0,0,1.7,0
tx100636,20.21,20,1930.0,2,17.68,0
tx100637,17.12,12,1680.0,0,4.3,0
tx100638,33.36,12,667.0,3,7.33,0
tx100639,15.99,10,869.0,0,1.6,0
tx100640,40.24,18,1316.0,1,9.39,0
tx100641,56.35,22,1899.0,2,3.22,0
tx100642,46.99,9,1368.0,2,4.08,0
tx100643,52.28,11,782.0,0,4.83,0
tx100644,42.34,15,1912.0,0,0.23,0
tx100645,27.52,17,1206.0,2,1.05,0
tx100646,37.61,20,1993.0,3,42.56,0
tx100647,40.02,17,1147.0,0,0.05,0
tx100648,37.62,9,1008.0,6,0.18,0
tx100649,54.7,20,913.0,0,5.0,0
tx100650,26.07,18,1480.0,0,6.36,0
tx100651,25.04,4,864.0,0,1.13,0
tx100652,29.21,13,1338.0,0,2.51,0
tx100653,41.48,9,940.0,1,5.42,0
tx100654,30.55,15,1979.0,0,3.23,0
tx100655,19.11,21,171.0,1,7.99,0
tx100656,34.51,12,932.0,1,5.36,0
tx100657,27.23,16,1215.0,1,1.4,0
tx100658,64.91,22,1897.0,1,6.21,0
tx100659,20.28,23,1440.0,1,3.67,0
tx100660,41.49,18,1399.0,1,2.55,0
tx100661,43.76,20,1324.0,1,11.12,0
tx100662,34.95,9,131.0,2,2.09,0
tx100663,18.97,3,557.0,1,0.93,0
tx100664,34.49,23,178.0,0,1.36,0
tx100665,64.85,15,1374.0,1,5.79,0
tx100666,11.71,11,1370.0,1,3.04,0
tx100667,45.33,22,1168.0,1,0.66,0
tx100668,30.15,8,1088.0,1,0.87,0
tx100669,66.18,18,623.0,0,10.26,0
tx100670,31.25,14,706.0,0,0.63,0
tx100671,17.52,12,1281.0,2,10.5,0
tx100672,31.42,14,1577.0,4,0.09,0
tx100673,10.28,16,1229.0,1,1.05,0
tx100674,10.16,11,1193.0,1,17.39,0
tx100675,13.33,12,146.0,1,1.74,0
tx100676,97.48,0,1296.0,0,4.06,0
tx100677,17.8,14,424.0,0,2.5,0
tx100678,18.44,17,522.0,1,6.97,0
tx100679,15.18,8,1022.0,1,1.89,0
tx100680,13.96,8,1174.0,0,1.41,0
tx100681,24.47,9,1728.0,0,11.09,0
tx100682,38.96,22,926.0,1,0.07,0
tx100683,24.05,9,862.0,1,12.95,0
tx100684,14.72,9,1999.0,2,0.84,0
tx100685,75.81,15,864.0,2,1.15,0
tx100686,16.21,18,482.0,0,7.9,0
tx100687,60.06,13,37.0,1,3.89,0
tx100688,74.19,12,1171.0,1,0.45,0
tx100689,869.68,21,46.0,7,18.44,1
tx100690,42.37,13,1567.0,1,9.49,0
tx100691,35.72,10,1302.0,0,17.7,0
tx100692,12.4,13,969.0,2,9.28,0
tx100693,14.07,16,1903.0,0,2.97,0
tx100694,34.1,8,80.0,0,8.26,0
tx100695,14.68,0,1268.0,1,6.49,0
tx100696,38.75,0,340.0,1,1.79,0
tx100697,21.64,8,187.0,2,6.08,0
tx100698,13.92,9,258.0,2,0.87,0
tx100699,25.07,11,1125.0,2,4.95,0
tx100700,24.63,4,609.0,1,1.54,0
tx100701,42.24,14,575.0,0,2.48,0
tx100702,56.79,15,1936.0,1,8.52,0
tx100703,20.22,2,30.0,1,3.68,0
tx100704,44.36,19,299.0,1,23.02,0
tx100705,546.99,0,25.0,1,122.26,1
tx100706,31.96,8,738.0,0,9.95,0
tx100707,36.78,6,643.0,2,27.69,0
tx100708,37.74,21,1573.0,0,3.36,0
tx100709,18.25,16,541.0,1,8.67,0
tx100710,34.95,16,872.0,0,10.82,0
tx100711,29.2,10,1665.0,2,2.93,0
tx100712,34.19,12,1159.0,2,1.11,0
tx100713,24.01,4,1015.0,0,1.47,0
tx100714,23.61,18,1821.0,3,4.36,0
tx100715,21.39,17,424.0,3,3.92,0
tx100716,9.36,21,1035.0,0,3.87,0
tx100717,20.25,12,312.0,0,0.64,0
tx100718,49.28,20,1332.0,3,9.8,0
tx100719,13.19,20,1183.0,1,0.38,0
tx100720,9.01,18,885.0,3,10.18,0
tx100721,32.78,7,1007.0,2,9.33,0
tx100722,36.67,10,1508.0,0,0.7,0
tx100723,24.75,20,269.0,0,0.35,0
tx100724,12.41,17,652.0,0,2.17,0
tx100725,78.3,14,1855.0,2,0.52,0
tx100726,15.55,21,961.0,0,10.47,0
tx100727,28.28,6,963.0,2,0.64,0
tx100728,29.07,17,1131.0,0,11.66,0
tx100729,29.59,3,1387.0,0,0.9,0
tx100730,508.54,8,2.0,2,55.5,1
tx100731,64.37,20,550.0,0,4.19,0
tx100732,28.84,18,323.0,2,10.5,0
tx100733,56.09,8,710.0,4,11.88,0
tx100734,50.45,1,139.0,0,0.93,0
tx100735,16.42,16,1587.0,3,5.37,0
tx100736,54.26,16,121.0,1,2.89,0
tx100737,62.09,12,486.0,0,10.63,0
tx100738,78.82,20,988.0,3,9.14,0
tx100739,77.02,16,1331.0,1,2.74,0
tx100740,23.25,0,1317.0,1,4.08,0
tx100741,44.59,13,493.0,0,4.89,0
tx100742,81.36,16,1140.0,0,0.04,0
tx100743,21.65,17,1064.0,1,12.87,0
tx100744,180.33,4,42.0,7,24.49,1
tx100745,19.05,9,1602.0,1,0.8,0
tx100746,41.46,22,250.0,1,3.63,0
tx100747,19.97,17,1540.0,1,0.46,0
tx100748,32.42,1,738.0,2,3.56,0
tx100749,65.25,7,815.0,1,3.36,0
tx100750,19.79,13,575.0,0,1.99,0
tx100751,95.11,17,742.0,0,3.02,0
tx100752,112.43,21,21.0,6,84.18,1
tx100753,22.84,10,1678.0,3,4.64,0
tx100754,15.47,10,1435.0,2,5.11,0
tx100755,10.44,14,645.0,1,5.79,0
tx100756,47.63,13,1094.0,0,5.38,0
tx100757,17.83,19,499.0,1,5.59,0
tx100758,106.92,20,1129.0,2,12.03,0
tx100759,23.99,8,1738.0,2,2.41,0
tx100760,68.87,8,1969.0,0,2.71,0
tx100761,54.58,14,1382.0,1,8.95,0
tx100762,48.69,5,596.0,2,5.63,0
tx100763,18.34,3,721.0,0,1.98,0
tx100764,27.14,12,1660.0,0,8.59,0
tx100765,17.24,11,860.0,1,14.98,0
tx100766,14.28,14,113.0,0,0.82,0
tx100767,57.99,0,1595.0,2,0.4,0
tx100768,30.71,16,1746.0,0,7.95,0
tx100769,50.56,23,1500.0,0,2.95,0
tx100770,35.39,12,1024.0,2,0.27,0
tx100771,16.47,16,1699.0,3,2.73,0
tx100772,15.33,12,1139.0,1,1.56,0
tx100773,26.49,18,1374.0,4,2.87,0
tx100774,24.31,20,1114.0,2,2.83,0
tx100775,61.25,13,624.0,0,0.69,0
tx100776,55.45,18,1562.0,1,9.02,0
tx100777,78.46,9,1624.0,1,1.38,0
tx100778,6.89,7,1169.0,1,2.11,0
tx100779,25.02,20,287.0,1,12.07,0
tx100780,18.7,10,1414.0,4,2.26,0
tx100781,62.65,18,1483.0,0,2.22,0
tx100782,33.02,7,1829.0,1,6.29,0
tx100783,24.33,15,1626.0,0,3.06,0
tx100784,45.25,19,1685.0,0,2.23,0
tx100785,32.08,0,954.0,4,0.34,0
tx100786,12.77,11,362.0,3,0.22,0
tx100787,48.59,20,1001.0,0,4.2,0
tx100788,24.47,9,893.0,0,8.71,0
tx100789,16.13,14,1189.0,4,4.19,0
tx100790,52.02,13,1188.0,0,3.56,0
tx100791,12.95,20,873.0,1,2.58,0
tx100792,19.75,16,1017.0,0,5.82,0
tx100793,33.23,20,639.0,4,2.27,0
tx100794,79.21,1,33.0,2,106.25,1
tx100795,38.91,4,1720.0,1,0.07,0
tx100796,34.17,14,31.0,0,1.09,0
tx100797,29.25,14,930.0,2,3.95,0
tx100798,35.35,14,1293.0,1,1.74,0
tx100799,34.33,12,619.0,2,5.86,0
tx100800,133.8,9,293.0,3,0.18,0
tx100801,26.39,2,701.0,3,2.02,0
tx100802,35.05,17,1047.0,1,1.2,0
tx100803,23.01,9,727.0,0,1.42,0
tx100804,43.37,9,1538.0,0,1.65,0
tx100805,15.27,16,637.0,1,12.21,0
tx100806,100.28,22,1279.0,0,5.5,0
tx100807,10.76,17,1403.0,0,3.91,0
tx100808,39.36,18,1314.0,1,6.91,0
tx100809,209.89,0,44.0,7,15.41,1
tx100810,85.82,17,1563.0,3,4.72,0
tx100811,9.04,22,239.0,1,5.02,0
tx100812,23.41,13,1795.0,1,5.17,0
tx100813,27.0,21,1124.0,2,0.63,0
tx100814,31.85,1,37.0,3,3.42,0
tx100815,36.75,15,1825.0,0,11.13,0
tx100816,39.45,3,1301.0,1,17.15,0
tx100817,9.59,18,302.0,0,2.13,0
tx100818,399.6,4,52.0,2,44.03,1
tx100819,22.29,12,620.0,1,0.25,0
tx100820,39.91,10,1184.0,1,5.63,0
tx100821,416.63,4,35.0,6,37.07,1
tx100822,28.63,10,744.0,1,7.25,0
tx100823,14.09,14,1121.0,1,1.33,0
tx100824,32.61,19,1417.0,1,0.83,0
tx100825,33.36,9,825.0,1,1.81,0
tx100826,38.41,14,867.0,0,0.01,0
tx100827,35.82,2,774.0,2,0.69,0
tx100828,83.14,18,520.0,0,5.75,0
tx100829,20.3,21,825.0,1,2.78,0
tx100830,36.72,12,1155.0,0,4.67,0
tx100831,55.49,4,1986.0,2,8.5,0
tx100832,49.8,20,1778.0,0,5.0,0
tx100833,232.36,2,1.0,6,47.36,1
tx100834,15.99,15,1662.0,1,3.06,0
tx100835,64.97,12,193.0,2,1.46,0
tx100836,1912.49,1,24.0,5,77.9,1
tx100837,24.27,20,1915.0,1,13.18,0
tx100838,49.46,12,502.0,0,9.58,0
tx100839,10.58,9,1105.0,0,2.8,0
tx100840,19.29,21,1424.0,0,3.49,0
tx100841,42.5,18,785.0,0,0.7,0
tx100842,11.37,4,61.0,1,1.25,0
tx100843,23.86,14,691.0,0,2.58,0
tx100844,19.18,16,716.0,0,2.22,0
tx100845,46.98,18,382.0,0,5.51,0
tx100846,8.22,10,1905.0,2,9.01,0
tx100847,19.77,2,1728.0,0,4.55,0
tx100848,51.49,0,1659.0,1,4.77,0
tx100849,37.85,21,1916.0,0,7.94,0
tx100850,21.2,19,1475.0,0,1.45,0
tx100851,29.08,0,1202.0,2,14.14,0
tx100852,29.57,23,81.0,2,10.5,0
tx100853,14.67,7,1006.0,2,10.32,0
tx100854,87.3,18,230.0,0,1.54,0
tx100855,27.31,15,1086.0,2,0.03,0
tx100856,13.15,14,51.0,0,6.45,0
tx100857,20.24,19,1831.0,1,0.7,0
tx100858,15.76,17,512.0,0,0.49,0
tx100859,37.9,20,1830.0,0,5.13,0
tx100860,23.48,15,280.0,1,0.43,0
tx100861,31.95,21,1417.0,0,1.55,0
tx100862,45.12,11,331.0,0,1.5,0
tx100863,17.0,18,69.0,0,1.29,0
tx100864,144.88,13,1642.0,0,7.96,0
tx100865,51.08,19,1284.0,3,1.71,0
tx100866,36.85,14,1169.0,2,15.58,0
tx100867,121.34,5,608.0,2,3.33,0
tx100868,111.22,17,1416.0,3,3.15,0
tx100869,11.77,18,482.0,1,0.84,0
tx100870,30.95,14,785.0,2,7.66,0
tx100871,25.12,8,1182.0,3,5.86,0
tx100872,44.1,8,453.0,1,1.47,0
tx100873,17.53,11,1517.0,0,14.4,0
tx100874,59.31,19,1326.0,0,2.4,0
tx100875,24.85,11,1826.0,3,4.58,0
tx100876,46.69,15,1537.0,0,1.19,0
tx100877,24.48,13,1458.0,5,8.72,0
tx100878,19.65,8,1240.0,3,5.07,0
tx100879,22.19,8,1457.0,0,1.27,0
tx100880,43.11,13,1621.0,1,11.57,0
tx100881,8.15,13,1344.0,2,22.24,0
tx100882,21.57,15,1722.0,0,4.46,0
tx100883,31.15,14,352.0,0,9.85,0
tx100884,19.83,12,641.0,0,2.09,0
tx100885,36.17,16,901.0,1,8.5,0
tx100886,38.71,18,93.0,0,6.91,0
tx100887,165.2,11,1937.0,0,5.89,0
tx100888,21.9,15,1284.0,0,1.65,0
tx100889,28.25,11,1398.0,1,1.61,0
tx100890,46.59,13,1600.0,1,2.91,0
tx100891,1202.6,11,24.0,5,0.34,1
tx100892,13.26,10,702.0,1,14.92,0
tx100893,15.89,18,455.0,1,1.43,0
tx100894,38.23,15,825.0,0,3.99,0
tx100895,31.56,9,544.0,0,5.19,0
tx100896,29.46,10,1274.0,2,6.65,0
tx100897,20.8,16,1745.0,2,17.54,0
tx100898,18.59,12,798.0,0,7.5,0
tx100899,57.33,21,1889.0,1,3.37,0
tx100900,39.08,10,1560.0,2,1.67,0
tx100901,25.36,20,1661.0,1,1.29,0
tx100902,36.59,11,1234.0,0,1.57,0
tx100903,28.73,14,337.0,1,14.11,0
tx100904,245.11,2,38.0,4,40.36,1
tx100905,13.93,17,1561.0,1,1.68,0
tx100906,19.8,9,1167.0,0,2.05,0
tx100907,24.62,20,1886.0,2,12.93,0
tx100908,29.35,9,813.0,1,10.76,0
tx100909,21.21,19,873.0,0,4.66,0
tx100910,7.76,9,1841.0,1,3.77,0
tx100911,36.53,7,324.0,1,0.13,0
tx100912,58.32,19,1808.0,1,3.89,0
tx100913,34.09,11,1455.0,1,8.58,0
tx100914,23.46,21,157.0,1,2.83,0
tx100915,27.31,8,574.0,1,10.31,0
tx100916,13.81,9,295.0,1,4.89,0
tx100917,47.72,19,814.0,0,2.35,0
tx100918,47.22,11,1135.0,0,4.27,0
tx100919,44.08,18,1591.0,1,9.88,0
tx100920,48.29,16,644.0,1,0.58,0
tx100921,28.14,8,1266.0,0,0.43,0
tx100922,9.71,14,318.0,4,7.97,0
tx100923,29.47,23,1536.0,0,2.88,0
tx100924,13.67,5,693.0,0,1.2,0
tx100925,66.24,12,1563.0,2,9.77,0
tx100926,43.66,13,330.0,1,5.3,0
tx100927,450.52,15,49.0,8,165.91,1
tx100928,23.13,15,1302.0,0,15.36,0
tx100929,119.81,14,48.0,0,4.84,0
tx100930,50.14,18,1833.0,1,2.19,0
tx100931,30.58,6,1390.0,3,1.05,0
tx100932,22.71,13,1554.0,0,5.07,0
tx100933,41.64,0,411.0,1,7.04,0
tx100934,10.75,17,1878.0,0,0.37,0
tx100935,13.55,11,843.0,1,0.56,0
tx100936,31.42,14,1364.0,1,6.77,0
tx100937,18.48,20,284.0,1,3.5,0
tx100938,172.14,8,936.0,2,3.51,0
tx100939,81.7,12,36.0,4,15.13,1
tx100940,28.43,11,51.0,3,6.71,0
tx100941,11.88,13,1500.0,0,1.39,0
tx100942,24.43,16,1833.0,2,7.73,0
tx100943,40.64,18,343.0,0,10.21,0
tx100944,57.21,1,1680.0,0,1.03,0
tx100945,74.43,18,1656.0,1,16.05,0
tx100946,14.16,17,726.0,0,0.79,0
tx100947,15.55,0,1196.0,0,11.59,0
tx100948,8.64,18,423.0,1,2.12,0
tx100949,17.44,16,1798.0,1,4.58,0
tx100950,22.3,0,1239.0,1,2.87,0
tx100951,23.74,8,1357.0,1,1.99,0
tx100952,13.89,10,1932.0,1,4.28,0
tx100953,59.69,9,454.0,0,3.61,0
tx100954,21.76,21,1700.0,0,2.09,0
tx100955,27.7,14,1708.0,0,9.86,0
tx100956,14.75,12,722.0,0,8.11,0
tx100957,54.47,8,1339.0,1,5.72,0
tx100958,29.06,3,1764.0,1,7.99,0
tx100959,13.56,17,455.0,0,0.97,0
tx100960,11.56,20,694.0,2,4.11,0
tx100961,21.83,14,568.0,2,2.5,0
tx100962,30.19,17,111.0,3,11.98,0
tx100963,47.6,14,1206.0,1,2.51,0
tx100964,28.84,18,611.0,0,1.93,0
tx100965,135.97,1,1363.0,0,8.82,0
tx100966,27.24,11,215.0,4,0.12,0
tx100967,26.3,16,185.0,2,9.95,0
tx100968,87.03,10,1173.0,0,2.78,0
tx100969,10.44,18,1028.0,0,4.62,0
tx100970,58.29,20,804.0,1,10.2,0
tx100971,39.98,3,1722.0,2,1.28,0
tx100972,18.04,21,121.0,1,9.88,0
tx100973,6.76,9,728.0,1,9.17,0
tx100974,51.37,15,1706.0,1,1.79,0
tx100975,57.33,21,1390.0,2,10.61,0
tx100976,28.86,13,1956.0,0,0.77,0
tx100977,18.47,21,1690.0,2,1.23,0
tx100978,26.14,21,1663.0,1,14.21,0
tx100979,70.38,17,1483.0,1,1.15,0
tx100980,76.47,18,1639.0,1,10.97,0
tx100981,21.81,13,1771.0,0,4.08,0
tx100982,31.83,8,992.0,0,0.88,0
tx100983,38.14,20,468.0,0,3.74,0
tx100984,87.01,17,758.0,1,2.66,0
tx100985,19.08,16,1517.0,1,0.16,0
tx100986,145.6,14,1915.0,0,5.27,0
tx100987,23.81,12,349.0,0,15.88,0
tx100988,30.41,19,936.0,2,0.11,0
tx100989,248.38,2,34.0,3,119.38,1
tx100990,35.65,15,609.0,1,0.39,0
tx100991,44.26,15,1191.0,0,4.08,0
tx100992,45.73,13,1903.0,1,3.93,0
tx100993,30.21,16,194.0,0,12.91,0
tx100994,16.41,17,1232.0,1,18.59,0
tx100995,21.4,21,1178.0,1,2.1,0
tx100996,30.99,21,1744.0,0,19.98,0
tx100997,55.16,21,1402.0,1,4.47,0
tx100998,84.47,16,1026.0,1,4.8,0
tx100999,21.12,0,331.0,0,4.9,0
tx101000,96.55,10,877.0,0,3.74,0
tx101001,37.68,14,510.0,0,2.34,0
tx101002,18.05,20,898.0,1,4.4,0
tx101003,41.1,3,1652.0,0,0.57,0
tx101004,16.41,14,1599.0,2,6.36,0
tx101005,101.38,16,561.0,1,2.24,0
tx101006,28.28,13,1640.0,0,4.45,0
tx101007,27.6,11,1676.0,0,5.16,0
tx101008,41.83,16,862.0,1,0.21,0
tx101009,55.52,11,322.0,3,5.09,0
tx101010,81.33,8,804.0,3,0.19,0
tx101011,13.64,16,332.0,0,0.45,0
tx101012,28.98,18,723.0,3,6.95,0
tx101013,26.25,18,1985.0,0,7.68,0
tx101014,13.46,19,980.0,0,2.44,0
tx101015,32.33,23,799.0,0,6.22,0
tx101016,17.4,10,433.0,1,0.92,0
tx101017,636.53,2,34.0,5,17.11,1
tx101018,81.67,12,384.0,1,0.13,0
tx101019,29.48,22,1921.0,1,1.8,0
tx101020,42.71,17,451.0,0,0.72,0
tx101021,349.87,21,47.0,9,285.94,1
tx101022,26.9,8,117.0,2,1.74,0
tx101023,46.05,23,114.0,3,1.48,0
tx101024,45.27,5,229.0,0,10.45,0
tx101025,53.99,20,319.0,2,4.44,0
tx101026,40.28,17,960.0,1,2.22,0
tx101027,31.84,15,1253.0,2,1.44,0
tx101028,122.49,21,39.0,5,54.94,1
tx101029,77.22,20,1886.0,4,5.06,0
tx101030,72.05,1,1702.0,1,5.08,0
tx101031,235.96,19,10.0,6,122.79,1
tx101032,28.68,11,771.0,2,12.73,0
tx101033,9.83,7,1048.0,1,13.5,0
tx101034,35.79,3,125.0,1,8.91,0
tx101035,23.02,16,1325.0,1,2.68,0
tx101036,52.4,2,1634.0,2,4.46,0
tx101037,20.67,12,665.0,1,8.23,0
tx101038,83.39,10,1015.0,1,3.26,0
tx101039,8.46,12,1814.0,1,5.39,0
tx101040,35.91,10,37.0,1,8.25,0
tx101041,39.91,18,1541.0,0,7.1,0
tx101042,42.54,3,1321.0,1,0.62,0
tx101043,62.37,15,1229.0,1,7.3,0
tx101044,29.18,8,677.0,1,2.03,0
tx101045,34.27,17,1745.0,4,0.99,0
tx101046,13.99,15,1478.0,3,2.69,0
tx101047,10.97,15,693.0,1,4.31,0
tx101048,26.98,18,874.0,2,2.5,0
tx101049,26.66,12,1850.0,0,1.41,0
tx101050,77.1,20,601.0,0,4.98,0
tx101051,10.38,14,1675.0,0,4.68,0
tx101052,9.49,9,585.0,0,3.23,0
tx101053,34.11,18,624.0,1,1.35,0
tx101054,25.13,20,932.0,0,0.34,0
tx101055,28.39,16,1321.0,1,2.68,0
tx101056,72.37,2,1451.0,2,0.29,0
tx101057,56.5,16,1017.0,2,4.14,0
tx101058,14.91,15,1421.0,1,5.08,0
tx101059,23.48,18,740.0,2,3.64,0
tx101060,28.43,10,1862.0,0,5.85,0
tx101061,13.11,17,1051.0,0,2.45,0
tx101062,14.92,23,621.0,1,3.21,0
tx101063,8.51,15,785.0,4,1.61,0
tx101064,84.72,21,1763.0,0,11.75,0
tx101065,406.68,0,21.0,6,36.61,1
tx101066,19.24,8,1344.0,1,6.42,0
tx101067,47.83,8,1985.0,1,0.46,0
tx101068,52.53,19,712.0,1,11.05,0
tx101069,29.1,9,1854.0,1,1.4,0
tx101070,40.09,17,1297.0,0,3.62,0
tx101071,21.88,19,492.0,0,9.88,0
tx101072,16.77,10,554.0,1,2.72,0
tx101073,15.93,15,52.0,1,4.92,0
tx101074,46.22,12,1747.0,1,0.13,0
tx101075,26.95,18,666.0,0,4.34,0
tx101076,71.7,8,1542.0,0,1.39,0
tx101077,28.33,14,470.0,1,3.95,0
tx101078,22.33,15,462.0,1,3.55,0
tx101079,28.48,14,750.0,1,3.17,0
tx101080,13.52,0,1460.0,1,11.56,0
tx101081,25.86,21,547.0,1,0.07,0
tx101082,27.11,20,751.0,0,2.13,0
tx101083,46.7,10,1282.0,2,0.08,0
tx101084,26.3,5,222.0,0,2.93,0
tx101085,16.18,14,995.0,4,2.08,0
tx101086,48.91,13,133.0,1,1.11,0
tx101087,65.6,5,1431.0,0,0.02,0
tx101088,16.86,9,212.0,3,2.38,0
tx101089,112.89,9,1692.0,0,6.94,0
tx101090,25.2,7,1509.0,3,14.42,0
tx101091,90.6,12,91.0,1,4.41,0
tx101092,61.23,19,488.0,0,3.91,0
tx101093,22.9,11,281.0,1,1.59,0
tx101094,35.9,8,1324.0,0,7.81,0
tx101095,27.7,8,652.0,1,0.45,0
tx101096,28.16,16,765.0,0,3.21,0
tx101097,30.62,20,1605.0,1,1.99,0
tx101098,43.92,8,986.0,0,5.5,0
tx101099,61.21,10,759.0,2,0.23,0
tx101100,13.19,10,658.0,0,0.6,0
tx101101,36.64,17,1615.0,1,3.33,0
tx101102,25.88,3,1036.0,1,0.11,0
tx101103,69.93,22,1926.0,2,0.16,0
tx101104,19.43,10,234.0,1,5.12,0
tx101105,31.31,15,1316.0,0,1.29,0
tx101106,18.27,10,795.0,1,2.03,0
tx101107,18.44,20,523.0,2,1.84,0
tx101108,47.14,18,1784.0,2,0.53,0
tx101109,34.56,12,1014.0,0,0.68,0
tx101110,45.17,12,1278.0,0,9.85,0
tx101111,26.2,17,1014.0,1,2.45,0
tx101112,67.87,15,123.0,2,6.25,0
tx101113,50.04,11,1762.0,1,2.93,0
tx101114,36.41,19,1081.0,0,3.18,0
tx101115,75.94,18,1650.0,0,1.23,0
tx101116,19.15,21,413.0,1,0.39,0
tx101117,23.76,13,1593.0,1,6.79,0
tx101118,18.17,16,893.0,2,10.01,0
tx101119,19.86,21,1909.0,0,0.16,0
tx101120,41.84,13,249.0,1,3.77,0
tx101121,37.41,9,796.0,2,0.29,0
tx101122,27.48,8,299.0,0,13.9,0
tx101123,29.87,11,1458.0,1,11.28,0
tx101124,43.58,21,1376.0,2,18.57,0
tx101125,49.02,15,1424.0,0,5.43,0
tx101126,18.22,16,818.0,0,13.79,0
tx101127,107.02,11,1792.0,0,3.89,0
tx101128,78.56,5,1583.0,2,7.59,0
tx101129,47.98,17,1596.0,0,1.99,0
tx101130,21.41,2,217.0,1,10.89,0
tx101131,57.5,13,1405.0,2,0.93,0
tx101132,90.8,11,1159.0,1,0.14,0
tx101133,26.23,12,1033.0,1,3.98,0
tx101134,39.25,10,1975.0,2,0.3,0
tx101135,27.14,14,908.0,0,2.96,0
tx101136,30.04,13,665.0,0,7.39,0
tx101137,14.94,8,874.0,2,2.18,0
tx101138,161.7,15,863.0,0,4.49,0
tx101139,49.24,7,444.0,0,0.49,0
tx101140,47.26,12,1329.0,1,2.71,0
tx101141,78.64,7,42.0,10,137.63,1
tx101142,12.58,21,1759.0,0,2.32,0
tx101143,79.05,10,1255.0,2,17.79,0
tx101144,22.4,1,226.0,1,2.68,0
tx101145,14.17,17,1285.0,2,10.95,0
tx101146,60.66,23,584.0,2,1.55,0
tx101147,33.09,0,1508.0,3,1.94,0
tx101148,1300.49,2,10.0,7,60.99,1
tx101149,40.06,19,1943.0,0,4.29,0
tx101150,27.95,17,378.0,0,1.5,0
tx101151,56.61,20,1494.0,0,3.08,0
tx101152,15.43,12,437.0,0,2.71,0
tx101153,19.64,9,1729.0,2,0.35,0
tx101154,39.32,16,1167.0,1,1.03,0
tx101155,24.77,16,1435.0,1,16.59,0
tx101156,75.35,8,498.0,0,3.47,0
tx101157,38.32,13,926.0,1,8.6,0
tx101158,163.0,22,48.0,5,2.49,1
tx101159,91.55,1,26.0,11,54.59,1
tx101160,41.73,15,1267.0,1,2.59,0
tx101161,19.71,16,456.0,0,2.3,0
tx101162,29.84,16,989.0,0,4.77,0
tx101163,106.07,11,1404.0,3,4.3,0
tx101164,19.37,18,809.0,1,1.66,0
tx101165,26.76,17,916.0,2,2.2,0
tx101166,151.77,14,514.0,2,23.45,0
tx101167,7.34,10,534.0,0,0.33,0
tx101168,27.37,5,433.0,2,4.34,0
tx101169,24.59,8,1939.0,2,1.43,0
tx101170,35.66,8,1688.0,1,4.97,0
tx101171,14.09,10,1497.0,0,1.04,0
tx101172,16.37,10,166.0,0,10.78,0
tx101173,24.64,23,1000.0,0,2.52,0
tx101174,18.82,18,687.0,2,1.15,0
tx101175,40.38,10,1101.0,1,4.68,0
tx101176,20.21,8,1807.0,0,1.84,0
tx101177,26.43,11,1016.0,1,2.99,0
tx101178,41.49,14,1455.0,2,5.71,0
tx101179,19.18,5,1118.0,0,1.55,0
tx101180,46.6,3,145.0,4,5.82,0
tx101181,37.25,17,1325.0,1,0.25,0
tx101182,38.17,15,354.0,0,0.18,0
tx101183,40.26,4,889.0,0,4.69,0
