date,close
2023-11-17,356.2
2023-11-20,358.56
2023-11-21,355.91
2023-11-22,356.59
2023-11-23,354.72
2023-11-24,361.04
2023-11-27,362.2
2023-11-28,361.42
2023-11-29,365.4
2023-11-30,354.92
2023-12-01,342.36
2023-12-04,351.44
2023-12-05,350.34
2023-12-06,351.44
2023-12-07,347.11
2023-12-08,347.96
2023-12-11,354.2
2023-12-12,357.79
2023-12-13,357.99
2023-12-14,356.78
2023-12-15,355.89
2023-12-18,349.7
2023-12-19,352.36
2023-12-20,355.29
2023-12-21,348.52
2023-12-22,346.16
2023-12-25,342.55
2023-12-26,339.26
2023-12-27,340.17
2023-12-28,333.85
2023-12-29,338.47
2024-01-01,341.42
2024-01-02,340.03
2024-01-03,332.48
2024-01-04,328.03
2024-01-05,334.6
2024-01-08,318.63
2024-01-09,318.28
2024-01-10,315.39
2024-01-11,318.98
2024-01-12,315.76
2024-01-15,318.12
2024-01-16,319.81
2024-01-17,325.54
2024-01-18,323.54
2024-01-19,325.33
2024-01-22,320.38
2024-01-23,327.01
2024-01-24,321.75
2024-01-25,320.06
2024-01-26,320.45
2024-01-29,316.52
2024-01-30,318.31
2024-01-31,321.23
2024-02-01,321.88
2024-02-02,317.58
2024-02-05,318.03
2024-02-06,320.04
2024-02-07,313.54
2024-02-08,309.1
2024-02-09,313.9
2024-02-12,314.48
2024-02-13,315.61
2024-02-14,320.97
2024-02-15,322.36
2024-02-16,324.31
2024-02-19,333.42
2024-02-20,330.47
2024-02-21,328.04
2024-02-22,330.08
2024-02-23,331.4
2024-02-26,329.75
2024-02-27,326.82
2024-02-28,336.39
2024-02-29,336.98
2024-03-01,334.96
2024-03-04,338.75
2024-03-05,337.73
2024-03-06,337.25
2024-03-07,338.98
2024-03-08,334.51
2024-03-11,337.16
2024-03-12,344.11
2024-03-13,345.66
2024-03-14,344.19
2024-03-15,342.96
2024-03-18,342.12
2024-03-19,341.65
2024-03-20,340.77
2024-03-21,343.76
2024-03-22,336.57
2024-03-25,343.13
2024-03-26,339.96
2024-03-27,342.15
2024-03-28,337.79
2024-03-29,344.83
2024-04-01,351.13
2024-04-02,355.47
2024-04-03,347.78
2024-04-04,354.32
2024-04-05,355.61
2024-04-08,350.37
2024-04-09,351.32
2024-04-10,352.4
2024-04-11,354.04
2024-04-12,354.54
2024-04-15,355.55
2024-04-16,360.22
2024-04-17,365.5
2024-04-18,350.08
2024-04-19,349.97
2024-04-22,349.78
2024-04-23,345.15
2024-04-24,346.53
2024-04-25,350.46
2024-04-26,345.12
2024-04-29,348.02
2024-04-30,344.02
2024-05-01,341.87
2024-05-02,347.66
2024-05-03,343.94
2024-05-06,346.84
2024-05-07,339.12
2024-05-08,352.07
2024-05-09,354.98
2024-05-10,353.89
2024-05-13,356.18
2024-05-14,350.66
2024-05-15,357.91
2024-05-16,354.72
2024-05-17,354.63
2024-05-20,353.54
2024-05-21,352.02
2024-05-22,354.76
2024-05-23,355.34
2024-05-24,357.37
2024-05-27,357.22
2024-05-28,358.83
2024-05-29,357.19
2024-05-30,365.38
2024-05-31,354.03
2024-06-03,366.25
2024-06-04,375.76
2024-06-05,368.08
2024-06-06,383.75
2024-06-07,391.23
2024-06-10,396.38
2024-06-11,395.76
2024-06-12,395.27
2024-06-13,394.76
2024-06-14,396.32
2024-06-17,401.58
2024-06-18,401.78
2024-06-19,398.99
2024-06-20,403.14
2024-06-21,407.18
2024-06-24,409.98
2024-06-25,412.93
2024-06-26,411.31
2024-06-27,408.09
2024-06-28,404.93
2024-07-01,398.44
2024-07-02,401.18
2024-07-03,400.44
2024-07-04,399.16
2024-07-05,389.0
2024-07-08,381.8
2024-07-09,390.2
2024-07-10,384.31
2024-07-11,387.46
2024-07-12,381.04
2024-07-15,390.9
2024-07-16,388.19
2024-07-17,390.01
2024-07-18,398.7
2024-07-19,408.05
2024-07-22,404.39
2024-07-23,402.4
2024-07-24,401.59
2024-07-25,403.57
2024-07-26,403.0
2024-07-29,402.06
2024-07-30,407.56
2024-07-31,406.05
2024-08-01,415.21
2024-08-02,414.41
2024-08-05,421.2
2024-08-06,422.39
2024-08-07,425.94
2024-08-08,421.88
2024-08-09,418.52
2024-08-12,421.59
2024-08-13,425.79
2024-08-14,425.36
2024-08-15,421.11
2024-08-16,415.16
2024-08-19,408.24
2024-08-20,398.77
2024-08-21,401.38
2024-08-22,405.79
2024-08-23,405.13
2024-08-26,397.92
2024-08-27,398.17
2024-08-28,397.73
2024-08-29,404.74
2024-08-30,394.65
2024-09-02,393.79
2024-09-03,399.95
2024-09-04,401.59
2024-09-05,403.52
2024-09-06,403.83
2024-09-09,405.12
2024-09-10,407.93
2024-09-11,404.01
2024-09-12,409.08
2024-09-13,401.0
2024-09-16,404.93
2024-09-17,405.25
2024-09-18,403.32
2024-09-19,403.66
2024-09-20,401.78
2024-09-23,398.22
2024-09-24,397.38
2024-09-25,393.89
2024-09-26,396.08
2024-09-27,391.29
2024-09-30,396.11
2024-10-01,389.3
